ActivityDateTime,ActivityDisplayName,AdditionalDetails.1.Key,AdditionalDetails.1.Value,AdditionalDetails.1.AdditionalProperties,Category,CorrelationId,Id,InitiatedBy.App.AppId,InitiatedBy.App.DisplayName,InitiatedBy.App.ServicePrincipalId,InitiatedBy.App.ServicePrincipalName,InitiatedBy.App.AdditionalProperties,InitiatedBy.User.DisplayName,InitiatedBy.User.HomeTenantId,InitiatedBy.User.HomeTenantName,InitiatedBy.User.IPAddress,InitiatedBy.User.Id,InitiatedBy.User.UserPrincipalName,InitiatedBy.User.AdditionalProperties,InitiatedBy.AdditionalProperties,LoggedByService,OperationType,Result,ResultReason,TargetResources.1.DisplayName,TargetResources.1.GroupType,TargetResources.1.Id,TargetResources.1.ModifiedProperties,TargetResources.1.Type,TargetResources.1.UserPrincipalName,TargetResources.1.AdditionalProperties,UserAgent,AdditionalProperties
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,8edbbea8-33f5-4a05-8f90-b82fb82a4818,Directory_8edbbea8-33f5-4a05-8f90-b82fb82a4818_HNVXR_92480480,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,1104aa0a-7c7f-4a66-86f2-0687de2a163c,Directory_1104aa0a-7c7f-4a66-86f2-0687de2a163c_XDL0Z_61711538,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,b973f1dc-974f-4c6a-8d1a-7fa970e12eb5,Directory_b973f1dc-974f-4c6a-8d1a-7fa970e12eb5_QP6LX_341356936,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,59134adb-95f6-4b81-895f-2ed4e945787d,Directory_59134adb-95f6-4b81-895f-2ed4e945787d_C97PR_260656336,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,4d696346-4275-462f-89e8-f9ce8a387033,Directory_4d696346-4275-462f-89e8-f9ce8a387033_KY4WQ_82072149,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,d3b33ef3-f0ec-439b-82b9-94067655d1a4,Directory_d3b33ef3-f0ec-439b-82b9-94067655d1a4_EW927_91825716,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,bdb7177f-3a1a-4653-8510-902e4c5aa688,Directory_bdb7177f-3a1a-4653-8510-902e4c5aa688_IXHL6_397338675,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,66f5446e-5bc8-40da-84aa-9a2f7ec68ff3,Directory_66f5446e-5bc8-40da-84aa-9a2f7ec68ff3_X5KQI_93750883,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,580ad298-4e85-434d-8e4e-39f2e727426f,Directory_580ad298-4e85-434d-8e4e-39f2e727426f_620WM_104831188,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,5ca0296b-1ad3-45de-86f3-9714cb937342,Directory_5ca0296b-1ad3-45de-86f3-9714cb937342_C97PR_260626850,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,3db9d895-d4aa-4214-851d-f6513304eee7,Directory_3db9d895-d4aa-4214-851d-f6513304eee7_EW927_91795194,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,00a32081-cedc-4692-87f0-fdd40e091971,Directory_00a32081-cedc-4692-87f0-fdd40e091971_C97PR_260624068,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,9f83b06d-b65a-4069-834f-4732911ef583,Directory_9f83b06d-b65a-4069-834f-4732911ef583_KY4WQ_82045073,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,6b47a283-97c4-4a03-8ac1-c5d91f40d034,Directory_6b47a283-97c4-4a03-8ac1-c5d91f40d034_PJ3CY_286706261,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,50ae5cfc-546b-4887-87c5-e2fdbcdf150f,Directory_50ae5cfc-546b-4887-87c5-e2fdbcdf150f_X5KQI_93714860,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,58bfaec0-aa6e-44f0-836f-2ff941c74967,Directory_58bfaec0-aa6e-44f0-836f-2ff941c74967_HNVXR_92444318,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,018f06a4-c91c-47e7-8a7f-a95abb7fcac4,Directory_018f06a4-c91c-47e7-8a7f-a95abb7fcac4_XVEXS_413953195,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,6f0f31a6-efbb-4fa1-85f9-b1473bc3abea,Directory_6f0f31a6-efbb-4fa1-85f9-b1473bc3abea_TEKC5_334298916,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:43,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,23e3aa20-8457-4e5c-8e55-7e40c5f5ed1d,Directory_23e3aa20-8457-4e5c-8e55-7e40c5f5ed1d_NSLJ7_499617826,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,f4a414ff-7390-428b-8502-ec72ee42ad40,Directory_f4a414ff-7390-428b-8502-ec72ee42ad40_XVEXS_413921644,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,f821c929-76bf-4214-8dee-76a0395f1b38,Directory_f821c929-76bf-4214-8dee-76a0395f1b38_QP6LX_341289337,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,5b7e9367-f1fc-4b20-885a-0f65966d7cf7,Directory_5b7e9367-f1fc-4b20-885a-0f65966d7cf7_C97PR_260594993,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,c50908b6-46ad-4cea-8677-6197d7defc08,Directory_c50908b6-46ad-4cea-8677-6197d7defc08_NSLJ7_499584847,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,4ac31eb4-682b-4c52-8317-b05bc724ed95,Directory_4ac31eb4-682b-4c52-8317-b05bc724ed95_BNAQZ_358641862,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,a2157949-bb3b-45a9-82bb-c2a2049ecf10,Directory_a2157949-bb3b-45a9-82bb-c2a2049ecf10_620WM_104768922,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,ca3710ad-61e4-40f6-8d1e-68aff57f3158,Directory_ca3710ad-61e4-40f6-8d1e-68aff57f3158_OPEWD_333831474,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,2f416de4-7ebb-4867-8658-d6edb07d9f17,Directory_2f416de4-7ebb-4867-8658-d6edb07d9f17_NSLJ7_499584623,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,346a1228-92e0-4cd4-8182-fa886b91f751,Directory_346a1228-92e0-4cd4-8182-fa886b91f751_W945P_361310064,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,2219ad90-9c09-452a-850b-db005078ed5c,Directory_2219ad90-9c09-452a-850b-db005078ed5c_XDL0Z_61647442,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,1e308eb3-d089-4d05-83c1-06fffbe3efbb,Directory_1e308eb3-d089-4d05-83c1-06fffbe3efbb_W945P_361309318,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,6a50e872-ce96-4aec-8f08-1f14c34b182f,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,27c841ec-1494-467e-80ec-b5fa847f2168,Directory_27c841ec-1494-467e-80ec-b5fa847f2168_8SGXZ_101322316,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,99d269f5-b309-4552-8e1d-6346df24f41b,Directory_99d269f5-b309-4552-8e1d-6346df24f41b_O4DNU_283810671,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,8ef1dcde-d4da-43ad-8ca2-f97b4a9b3b1d,Directory_8ef1dcde-d4da-43ad-8ca2-f97b4a9b3b1d_AQ0XB_355925878,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,cde82c3e-1b5f-4505-83ab-6f046ec22265,Directory_cde82c3e-1b5f-4505-83ab-6f046ec22265_MHHNH_264668486,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,86fb67cd-0007-4a12-84cf-27f132dcad86,Directory_86fb67cd-0007-4a12-84cf-27f132dcad86_IXGBK_101718475,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,3fbd77f8-4248-442d-869e-d50e1fb090fc,Directory_3fbd77f8-4248-442d-869e-d50e1fb090fc_XDL0Z_61634326,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,041a6ce1-d385-4fa7-880d-57ce33a0b954,Directory_041a6ce1-d385-4fa7-880d-57ce33a0b954_8HT3J_110766585,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,da84e099-1769-47f4-81ff-d49303b40c16,Directory_da84e099-1769-47f4-81ff-d49303b40c16_QL7D4_56925976,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,0cc98b9b-14d1-4d4e-84ad-85047e0d9406,Directory_0cc98b9b-14d1-4d4e-84ad-85047e0d9406_TY9KI_182704589,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,febc150d-be0c-4666-8b45-7327a7aebeef,Directory_febc150d-be0c-4666-8b45-7327a7aebeef_T3PU4_285984157,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5ea71d0e-3276-4354-858b-8cd31318c157,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,aa784e6b-4d4a-4df6-86e1-980d8e3e108b,Directory_aa784e6b-4d4a-4df6-86e1-980d8e3e108b_XDL0Z_61625589,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,82fb766e-6aa5-4a3c-8c14-8f22a2e84af7,,Group,,,,
2025-09-28 16:42,Add member to role,Principal Tenant ID,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,RoleManagement,ed66b2d9-5270-4e2a-8ba7-20ccfd3c68cc,Directory_ed66b2d9-5270-4e2a-8ba7-20ccfd3c68cc_8HT3J_110755118,,Cruz29 Kelly41 Cook22 Admin Thompson25 Heather30,8ffcd824-f31e-4099-8829-172ed22550fb,,,,,,,,,,,Core Directory,Assign,success,,,unknownFutureValue,5c4b6ab3-0777-4404-899a-51a39e69114d,,Group,,,,
2025-09-28 16:32,Update device,DeviceId,7170a51a-6553-4480-87fa-66945e0c4230,,Device,8fd6ac19-340d-401d-882d-547ca895d899,Directory_8fd6ac19-340d-401d-882d-547ca895d899_IXHL6_395571020,,Katherine17 registration Service,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,,,,,,,,,,Core Directory,Update,success,,DESKTOP-INFJ6OM,,6ccd61d4-cc9b-430b-8232-e418b83a32e3,,Device,,,,
2025-09-28 16:08,Update device,DeviceId,37ef7769-4593-40c5-84da-dcaffe6ddc65,,Device,cd722b1f-6262-44c0-8000-f41dc194ff85,Directory_cd722b1f-6262-44c0-8000-f41dc194ff85_7SWIS_75062650,,Katherine17 registration Service,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,,,,,,,,,,Core Directory,Update,success,,DESKTOP-BSTNDDD,,2c5eface-0928-46dc-84e4-b189c083ff4f,,Device,,,,
2025-09-28 16:05,Update device,DeviceId,5b599c15-db7b-4ece-8a4d-ee9f01d153d1,,Device,35c9fc1c-d9ed-4214-809c-330361ff0434,Directory_35c9fc1c-d9ed-4214-809c-330361ff0434_9BBLL_324963400,,Katherine17 registration Service,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,,,,,,,,,,Core Directory,Update,success,,HOST-212BA8,,92f7e0b3-a192-4def-8b02-50792c354773,,Device,,,,
2025-09-28 15:28,Add service principal,AppId,aac4524f-1958-4ad6-8593-7da03151b285,,ApplicationManagement,05207931-eb45-4c29-80ec-bbd6612b07f8,Directory_05207931-eb45-4c29-80ec-bbd6612b07f8_EDQQ3_17138236,,Martinez51 Patel14 Service Matthew13 Timothy14,7363f4ef-0aff-4c2e-8f8c-f7504dca7507,,,,,,,,,,,Core Directory,Add,success,,Ruth29 Stephanie25 Robinson25 Jose25 Ward31,,8990732b-a7a0-4e67-8023-d3afd88d25ea,,ServicePrincipal,,,,
2025-09-28 15:21,Update a partner cross-tenant access setting,,,,CrossTenantAccessSettings,e949775c-736a-43cb-8da4-9e0d8bb667d0,Directory_e949775c-736a-43cb-8da4-9e0d8bb667d0_BNAQZ_343774439,,,,,,Cruz29 Kelly41 Cook22 Sandoval11,,,134.33.33.222,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Update,success,,HOST-266246,,6495a2ac-ac82-419c-8e04-adbbb414a15a,Microsoft.Graph.Beta.Chavez45.Models.IMicrosoftGraphModifiedProperty[],Policy,,,,
2025-09-28 15:21,Adding allowed assignable roles,,,,DelegatedAdminServiceProviderConstraints,e949775c-736a-43cb-8da4-9e0d8bb667d0,Directory_e949775c-736a-43cb-8da4-9e0d8bb667d0_BNAQZ_343773921,,,,,,Cruz29 Kelly41 Cook22 Sandoval11,,,134.33.33.222,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,success,,,,05d7054e-a20f-40d5-85bc-5cbccf4f172b,,DelegatedAdminServiceProviderConstraints,,,,
2025-09-28 15:21,Add a partner to cross-tenant access setting,,,,CrossTenantAccessSettings,29e91b7f-e534-4db4-810a-ef2e894f7ac3,Directory_29e91b7f-e534-4db4-810a-ef2e894f7ac3_2RQO1_80790691,,,,,,Cruz29 Kelly41 Cook22 Sandoval11,,,134.33.33.222,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,success,,HOST-266246,,6495a2ac-ac82-419c-8e04-adbbb414a15a,,Policy,,,,
2025-09-28 15:21,Add service principal,AppId,55608bf6-ecf3-41e4-8e4a-7004b7b5c200,,ApplicationManagement,ab299c20-5d44-42ac-8b37-a0ab4d826bbf,Directory_ab299c20-5d44-42ac-8b37-a0ab4d826bbf_NCEMR_19057493,,,,,,Cruz29 Kelly41 Cook22 Sandoval11,,,134.33.33.222,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,failure,Microsoft.Online.Workflows.SpnValidationException,Cruz29 Kelly41 Cook22 Sandoval11,,04151da5-4b20-4ce9-8930-b6b2fe5795e0,,ServicePrincipal,,,,
2025-09-28 15:21,Add service principal,AppId,45013e00-5e98-4778-8369-ac871a2f316f,,ApplicationManagement,d0b41a31-6895-432e-82f0-04563047662e,Directory_d0b41a31-6895-432e-82f0-04563047662e_ADWXF_15473930,,,,,,Cruz29 Kelly41 Cook22 Sandoval11,,,134.33.33.222,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,,,Core Directory,Add,failure,Microsoft.Online.Workflows.SpnValidationException,HOST-BD80DC,,cedf6030-28fe-4616-8c9e-c0e5a9b67510,,ServicePrincipal,,,,
2025-09-28 15:14,Update user,UserType,Member,,UserManagement,a62ccb92-35f3-411b-8330-9fae42c14a11,Directory_a62ccb92-35f3-411b-8330-9fae42c14a11_Q9KZP_67477261,,Ruth29 Samantha45 Matthew13,4666ea59-568a-432a-8dd5-db69986f5103,,,,,,,,,,,Core Directory,Update,success,,,,ab864f5a-d5a4-4778-880e-07892edf66e8,,User,shirley15@contoso.com,,,
2025-09-28 15:14,Add partner to company,,,,DirectoryManagement,457da77f-ecdc-47c3-8ee4-dad619cb85a6,Directory_457da77f-ecdc-47c3-8ee4-dad619cb85a6_EX0MO_65275562,,Pamela20,a3a15821-e3de-4a23-8097-fc97166b2c1e,,,,,,,,,,,Core Directory,Update,success,,Contoso,,063b27d9-43ef-4b3c-88e0-ca84cb74ae45,,Directory,,,,
