"Date (UTC)","CorrelationId","Service","Category","Activity","Result","ResultReason","User Agent","ActorType","ActorDisplayName","ActorObjectId","ActorUserPrincipalName","IPAddress","ActorHomeTenantId","ActorHomeTenantName","ActorServicePrincipalId","ActorServicePrincipalName","Target1Type","Target1DisplayName","Target1ObjectId","Target1UserPrincipalName","Target1ModifiedProperty1Name","Target1ModifiedProperty1OldValue","Target1ModifiedProperty1NewValue","Target1ModifiedProperty2Name","Target1ModifiedProperty2OldValue","Target1ModifiedProperty2NewValue","Target1ModifiedProperty3Name","Target1ModifiedProperty3OldValue","Target1ModifiedProperty3NewValue","Target1ModifiedProperty4Name","Target1ModifiedProperty4OldValue","Target1ModifiedProperty4NewValue","Target1ModifiedProperty5Name","Target1ModifiedProperty5OldValue","Target1ModifiedProperty5NewValue","Target2Type","Target2DisplayName","Target2ObjectId","Target2UserPrincipalName","Target2ModifiedProperty1Name","Target2ModifiedProperty1OldValue","Target2ModifiedProperty1NewValue","Target2ModifiedProperty2Name","Target2ModifiedProperty2OldValue","Target2ModifiedProperty2NewValue","Target2ModifiedProperty3Name","Target2ModifiedProperty3OldValue","Target2ModifiedProperty3NewValue","Target2ModifiedProperty4Name","Target2ModifiedProperty4OldValue","Target2ModifiedProperty4NewValue","Target2ModifiedProperty5Name","Target2ModifiedProperty5OldValue","Target2ModifiedProperty5NewValue","Target3Type","Target3DisplayName","Target3ObjectId","Target3UserPrincipalName","Target3ModifiedProperty1Name","Target3ModifiedProperty1OldValue","Target3ModifiedProperty1NewValue","Target3ModifiedProperty2Name","Target3ModifiedProperty2OldValue","Target3ModifiedProperty2NewValue","Target3ModifiedProperty3Name","Target3ModifiedProperty3OldValue","Target3ModifiedProperty3NewValue","Target3ModifiedProperty4Name","Target3ModifiedProperty4OldValue","Target3ModifiedProperty4NewValue","Target3ModifiedProperty5Name","Target3ModifiedProperty5OldValue","Target3ModifiedProperty5NewValue","AdditionalDetail1Key","AdditionalDetail1Value","AdditionalDetail2Key","AdditionalDetail2Value","AdditionalDetail3Key","AdditionalDetail3Value","AdditionalDetail4Key","AdditionalDetail4Value","AdditionalDetail5Key","AdditionalDetail5Value","AdditionalDetail6Key","AdditionalDetail6Value"
2025-09-26T20:27:41.5564974Z,c5167be9-2c58-4329-8fcc-ad25ec1bccae,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,bdce25d5-bc10-4969-815b-61ed6da7ad63,george26@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""iPhone 14"",""DeviceToken"":""apns2-cbe1ac0182578c1500814f6f4de9bbc3060c405b601bcb8de5ec66b9d2ead53e"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""0847aaf1-90ea-4b48-84cf-68e9bd4c4041"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-08T15:53:27.9807213Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""iPhone 14"",""DeviceToken"":""apns2-cbe1ac0182578c1500814f6f4de9bbc3060c405b601bcb8de5ec66b9d2ead53e"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""0847aaf1-90ea-4b48-84cf-68e9bd4c4041"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T20:27:41.1280073Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T18:28:04.760312Z,c1698ad1-5c38-48cd-80f4-1a8d24d48d0e,Core Directory,Device,Update device,Success,,,Application,Katherine17 Anna29 Service,,,,,,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,Device,DESKTOP-UY9I3BR,4a54c65f-acbe-4b0e-8b25-d9d7118aeebe,,Included Updated Properties,,"""""",TargetId.DeviceId,,"""9bab6099-b888-4fac-8fe8-29e3271d7b92""",TargetId.DeviceOSType,,"""Windows""",TargetId.DeviceTrustType,,"""Linda43""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeviceId,9bab6099-b888-4fac-8fe8-29e3271d7b92,DeviceOSType,Windows,DeviceTrustType,Linda43,,,,,,,{84},{85}
2025-09-26T18:18:20.3999235Z,33e0af6a-4b3a-4b7f-8391-e65215a3effb,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,05f716de-5831-4678-83c0-02fa6f3aeb12,williams38@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""iPhone 13 Pro"",""DeviceToken"":""apns2-205681495c04bfee6a7e18bcbd7026a9f07494358c96ba7443d267befe173565"",""DeviceTag"":""iOS"",""PhoneAppVersion"":""4.2532.0"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""72775287-6d39-4c9f-8a4b-840cd0a404b6"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-25T14:00:16.1811255Z"",""AuthenticatorFlavor"":""Outlook"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""iPhone 13 Pro"",""DeviceToken"":""apns2-205681495c04bfee6a7e18bcbd7026a9f07494358c96ba7443d267befe173565"",""DeviceTag"":""iOS"",""PhoneAppVersion"":""4.2532.0"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""72775287-6d39-4c9f-8a4b-840cd0a404b6"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T18:18:20.0916018Z"",""AuthenticatorFlavor"":""Outlook"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",ActorId.ServicePrincipalNames,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",SPN,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T17:08:28.471586Z,a44a0669-24c0-4138-8263-2246b05ca672,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,e268f25d-c237-4ec0-81ef-daa2a26b17d5,scott59@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""SM-G781U"",""DeviceToken"":""fakg-eVqR_ehQaSpIcioMR:APA91bFhI9jUA_M3HH8oBOPw3hgGrRGnLXpP39afXViybTc7G8l-Ok6z_KdxTntwc7J74eSueuc9KJ8PyE1cilYMsanxQU-1wY8l8hUcK9TUFQ4butUuDQI"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.2507.4749"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""c64801bb-c24e-4c86-83a8-3f5a6f4fdb72"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":4,""LastAuthenticatedTimestamp"":""2025-09-25T14:09:04.4283913Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""SM-G781U"",""DeviceToken"":""fakg-eVqR_ehQaSpIcioMR:APA91bFhI9jUA_M3HH8oBOPw3hgGrRGnLXpP39afXViybTc7G8l-Ok6z_KdxTntwc7J74eSueuc9KJ8PyE1cilYMsanxQU-1wY8l8hUcK9TUFQ4butUuDQI"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.2508.5521"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""c64801bb-c24e-4c86-83a8-3f5a6f4fdb72"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":4,""LastAuthenticatedTimestamp"":""2025-09-26T17:08:28.0288933Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T16:24:26.5542622Z,a40f8333-d033-4d80-83c9-37ff66531d77,Device Registration Service,UserManagement,Add Windows Hello for Business credential,Success,,Dsreg/10.0 (Windows 10.0.19045.6216),User,,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,65.133.116.201,,,,,User,,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,searchableDeviceKey,[],"[{""usage"":""NGC"",""keyIdentifier"":""6gGxvFMl58jTdFIsqAzWxA5zGW1Ax73HgHVxukE7TP0="",""creationTime"":""9/26/2025 4:24:26 PM +00:00"",""deviceId"":""33087f5f-0564-4dbc-8c1a-d59b522cccae"",""customKeyInformation"":{""Version"":1,""Attestation"":1,""VolumeType"":0,""SupportsNotification"":0,""WipKeyVersion"":0,""KeyStrength"":2,""KeyFormat"":1,""Martinez36"":0,""SyncType"":0,""ExtendedCustomKeyInformationVersion"":0,""ExtendedCustomKeyInfo"":null}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AdditionalInfo,"Successfully provisioned key with identifier 3c641d1f-17e3-4ca1-8f5b-515c87ef6090. KeyStrength: Normal. Details: Attributes: [None], Martinez36: [Windows]",AAGuid,Unknown,,,,,,,,,{84},{85}
2025-09-26T16:24:26.5342376Z,6be7bf61-5e4e-4d69-8250-4fb24c11da37,Core Directory,UserManagement,Update user,Success,,,Application,Katherine17 Anna29 Service,,,,,,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,User,,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,SearchableDeviceKey,[],"[""[Usage=NGC,KeyIdentifier=6gGxvFMl58jTdFIsqAzWxA5zGW1Ax73HgHVxukE7TP0=,Version=2,CreationTime=9/26/2025 16:24:26,DeviceId=33087f5f-0564-4dbc-8c1a-d59b522cccae,CustomKeyInformation=AQAAAAACAQAAAAAAAAAA""]",Included Updated Properties,,"""SearchableDeviceKey""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,User-Bailey15,Microsoft.OData.Client/7.12.5,,,,,,,,,{84},{85}
2025-09-26T16:21:33.7805034Z,db2aeb75-30fd-48eb-861f-45db866483ba,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Janet19 Service,,,,,,4f2aa410-11f5-4c71-8655-8906ed22034e,,User,,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,Included Updated Properties,,"""""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T16:18:26.2352655Z,af39b515-b35c-488f-85b1-8f3007433fc8,Core Directory,Device,Update device,Success,,,Application,Katherine17 Anna29 Service,,,,,,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,Device,DESKTOP-7K5IDQT,c011e4eb-2302-4604-829e-db5dcce4e7b9,,Included Updated Properties,,"""""",TargetId.DeviceId,,"""9e959666-a534-4932-8c30-5142c6bee32d""",TargetId.DeviceOSType,,"""Windows""",TargetId.DeviceTrustType,,"""Linda43""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeviceId,9e959666-a534-4932-8c30-5142c6bee32d,DeviceOSType,Windows,DeviceTrustType,Linda43,,,,,,,{84},{85}
2025-09-26T16:07:06.2670779Z,17e58885-8992-4110-84a9-753a8a85d073,Core Directory,Device,Update device,Success,,,Application,Katherine17 Anna29 Service,,,,,,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,Device,DESKTOP-3Y2ERPN,0acff0cd-c6c4-4467-898f-6f718ef7337f,,Included Updated Properties,,"""""",TargetId.DeviceId,,"""0543111b-dbdb-4132-8f30-a850b21acf0e""",TargetId.DeviceOSType,,"""Windows""",TargetId.DeviceTrustType,,"""AzureAd""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeviceId,0543111b-dbdb-4132-8f30-a850b21acf0e,DeviceOSType,Windows,DeviceTrustType,AzureAd,,,,,,,{84},{85}
2025-09-26T15:59:13.5378747Z,1ba0692b-fb2e-4362-87be-4c3d7b7e9615,Core Directory,Device,Update device,Success,,,Application,Katherine17 Anna29 Service,,,,,,e81d28f7-2ce6-4b48-8224-dc6d735959f5,,Device,DESKTOP-CNHL15J,2858c146-589b-4bf8-8433-24259f2778ee,,Included Updated Properties,,"""""",TargetId.DeviceId,,"""226ab39b-2538-4139-8e7a-edbeb9840437""",TargetId.DeviceOSType,,"""Windows""",TargetId.DeviceTrustType,,"""Linda43""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeviceId,226ab39b-2538-4139-8e7a-edbeb9840437,DeviceOSType,Windows,DeviceTrustType,Linda43,,,,,,,{84},{85}
2025-09-26T15:10:30.2090666Z,67b3b446-f01c-4f78-8e75-8f550bce03be,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,2ece1ae7-f17d-4d04-806f-e5ee596c8995,ortiz29@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""samantha22 14 Laura31"",""DeviceToken"":""apns2-e0ffd314a4079580d921eccc1ef4ee9330f40a320bd17f02d2d61b723db57fcf"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""86b225e9-1fa8-49b0-8bbd-28f54a9c023f"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-19T15:38:56.6674949Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""samantha22 14 Laura31"",""DeviceToken"":""apns2-e0ffd314a4079580d921eccc1ef4ee9330f40a320bd17f02d2d61b723db57fcf"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.30"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""86b225e9-1fa8-49b0-8bbd-28f54a9c023f"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T15:10:29.9342975Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T14:50:01.1768154Z,f8d2283e-2b40-45d4-88ff-6fb1debb02a9,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,33b2701d-04b6-42e4-8401-754abe4bd44d,samuel14@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""samantha22 12"",""DeviceToken"":""apns2-69f66147c8b7b76dbd99371f02d461444756850583f6bb9e80e7e795c34e069f"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.28"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""c555f1c5-a207-44ee-8477-dc7a46bcbcf9"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-08-28T13:31:00.976087Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""samantha22 12"",""DeviceToken"":""apns2-69f66147c8b7b76dbd99371f02d461444756850583f6bb9e80e7e795c34e069f"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.30"",""OathTokenTimeDrift"":-1,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""c555f1c5-a207-44ee-8477-dc7a46bcbcf9"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T14:50:00.905056Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",ActorId.ServicePrincipalNames,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",SPN,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T14:20:33.82818Z,cc81615a-821b-4224-8340-cacb62e5246f,B2C,Authentication,Validate user authentication,Success,Token is valid,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Sa",User,sandoval42@contoso.com,b0ec99af-8455-4f4f-8de5-e269274e2e23,sandoval42@contoso.com,40.126.23.1,,,,,Other,f28ea500-6276-48ce-8fb2-edd8a60671ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,targetTenant,f28ea500-6276-48ce-8fb2-edd8a60671ea,targetEntityType,None,actorIdentityType,UPN,RequestId,cc81615a-821b-4224-8340-cacb62e5246f,,,,,{84},{85}
2025-09-26T14:18:32.5177349Z,0e8d26f0-8d09-41cf-8b64-0b09ee50a5b5,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,ca233da4-c06a-4794-87b9-6ecadf131a5d,rodriguez27@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""iPhone 13 Pro Max"",""DeviceToken"":""apns2-5af1e4bf8bd5d71c48dc3f4bb2edff58d4105ef0d318c59d42d6f2eaf98e3c9b"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""5a67d791-8b40-41ed-8d30-2e317c0e9ab1"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-20T14:29:20.4414681Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""iPhone 13 Pro Max"",""DeviceToken"":""apns2-5af1e4bf8bd5d71c48dc3f4bb2edff58d4105ef0d318c59d42d6f2eaf98e3c9b"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""5a67d791-8b40-41ed-8d30-2e317c0e9ab1"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T14:18:32.3154979Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T13:50:36.7079207Z,cd9f037e-549e-4931-8245-aa3944051672,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,f1f8326f-a67b-49bb-851b-7f01ee6a2e65,parker13@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""SM-G998U1"",""DeviceToken"":""fFNrzVJxQvaUFGQeCzXjKX:APA91bFU47rdBJPoeszwqhy_21a9X1AxEn_p4iuHVY4BmhMVD37hAhkqOE8u4tskNI5NOhxp7BW2mJa2re_sXT9158uTNXlD-wwfH-HWXjB389nUSpb20suoss7EKM9sB1aYTRVxhYZE"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.2506.3928"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""68281ab6-1e0c-4e9c-8efc-3133079a0e3d"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":4,""LastAuthenticatedTimestamp"":""2025-08-03T15:59:42.6369862Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""SM-G998U1"",""DeviceToken"":""fFNrzVJxQvaUFGQeCzXjKX:APA91bFU47rdBJPoeszwqhy_21a9X1AxEn_p4iuHVY4BmhMVD37hAhkqOE8u4tskNI5NOhxp7BW2mJa2re_sXT9158uTNXlD-wwfH-HWXjB389nUSpb20suoss7EKM9sB1aYTRVxhYZE"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.2507.4749"",""OathTokenTimeDrift"":0,""DeviceId"":""f28ea500-6276-48ce-8fb2-edd8a60671ea"",""Id"":""68281ab6-1e0c-4e9c-8efc-3133079a0e3d"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":4,""LastAuthenticatedTimestamp"":""2025-09-26T13:50:36.4586523Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
2025-09-26T13:09:12.9495854Z,efde9fca-5607-48f0-8c8b-2ce713b18918,Core Directory,UserManagement,Update user,Success,,,Application,Patel14 Jack21 Hernandez35,,,,,,253a7169-17dd-477a-82c9-d0bdd51b8f46,,User,,a1f9f5fb-3108-46b1-8348-24e023f5f3c0,jimenez20@contoso.com,StrongAuthenticationPhoneAppDetail,"[{""DeviceName"":""iPhone 14"",""DeviceToken"":""apns2-10839077fe98d3466b0b499ba524a3b82211306db0e5929d564699ae0729dcd0"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.29"",""OathTokenTimeDrift"":0,""DeviceId"":""a9e0c782-c398-4939-8bda-1469d6ce16de"",""Id"":""fe417467-c666-40b6-8bac-891ace6b2fb0"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-19T15:33:43.7583616Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""iPhone 14"",""DeviceToken"":""apns2-10839077fe98d3466b0b499ba524a3b82211306db0e5929d564699ae0729dcd0"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""6.8.30"",""OathTokenTimeDrift"":0,""DeviceId"":""a9e0c782-c398-4939-8bda-1469d6ce16de"",""Id"":""fe417467-c666-40b6-8bac-891ace6b2fb0"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-26T13:09:12.5922647Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]",Included Updated Properties,,"""StrongAuthenticationPhoneAppDetail""",TargetId.UserType,,"""Member""",ActorId.ServicePrincipalNames,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",SPN,,"""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UserType,Member,,,,,,,,,,,{84},{85}
