Description,Enabled,Patel26,InError,ErrorType,Name,Priority,RuleIdentity,SupportedByTask,Legacy,BodyContainsWords,ExceptIfBodyContainsWords,FlaggedForAction,ExceptIfFlaggedForAction,FromAddressContainsWords,ExceptIfFromAddressContainsWords,From,ExceptIfFrom,HasAttachment,ExceptIfHasAttachment,HasClassification,ExceptIfHasClassification,HeaderContainsWords,ExceptIfHeaderContainsWords,MessageTypeMatches,ExceptIfMessageTypeMatches,MyNameInCcBox,ExceptIfMyNameInCcBox,MyNameInToBox,ExceptIfMyNameInToBox,MyNameInToOrCcBox,ExceptIfMyNameInToOrCcBox,MyNameNotInToBox,ExceptIfMyNameNotInToBox,ReceivedAfterDate,ExceptIfReceivedAfterDate,ReceivedBeforeDate,ExceptIfReceivedBeforeDate,RecipientAddressContainsWords,ExceptIfRecipientAddressContainsWords,SentOnlyToMe,ExceptIfSentOnlyToMe,SentTo,ExceptIfSentTo,SubjectContainsWords,ExceptIfSubjectContainsWords,SubjectOrBodyContainsWords,ExceptIfSubjectOrBodyContainsWords,WithImportance,ExceptIfWithImportance,WithinSizeRangeMaximum,ExceptIfWithinSizeRangeMaximum,WithinSizeRangeMinimum,ExceptIfWithinSizeRangeMinimum,WithSensitivity,ExceptIfWithSensitivity,ApplyCategory,ApplySystemCategory,CopyToFolder,DeleteMessage,DeleteSystemCategory,ForwardAsAttachmentTo,ForwardTo,MarkAsRead,MarkImportance,MoveToFolder,PinMessage,RedirectTo,SendTextMessageNotificationTo,SoftDeleteMessage,StopProcessingRules,DisplayAlert,PlaySound,MailboxOwnerId,IsValid,ObjectState
"If the message:
	the body of the message contains the words 'Parker34 Larry20' or 'Savannah Jeans' or 'Heather13 George54' or 'Shirley15 Katherine36'
	and the message includes specific words in the subject 'Betty12 Title and Escrow Document Attached for Torres23 No.'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Completed'
	and redirect the message to 'Jonathan24 Katherine13'
	and stop processing more rules on this message
",FALSE,support\14960508244806598657,FALSE,None,TC Production Replies,8,1.50E+19,TRUE,,Parker34 Larry20 Savannah Jeans Heather13 George54 Shirley15 Katherine36,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Betty12 Title and Escrow Document Attached for Torres23 No.,,,,,,,,,,,,,,,FALSE,,,,TRUE,,Completed,FALSE,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'cruz20@cruz2924.example'
	and the message includes specific words in the subject 'Your Pending Melissa28 Order'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Completed'
	and stop processing more rules on this message
",TRUE,support\15032565838844526593,FALSE,None,Title Laura30 - cruz20@cruz2924.example (Pending),9,1.50E+19,TRUE,,,,,,,,"""cruz20@cruz2924.example"" [SMTP:cruz20@cruz2924.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Your Pending Melissa28 Order,,,,,,,,,,,,,,,FALSE,,,,TRUE,,Completed,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the body of the message contains the words 'O&E' or 'JR Policy' or '(Melissa28 Donna15 in-house)'
	and the message was received from 'brooks37@cruz2921.example'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,support\15104623432882454529,FALSE,None,Website Laura30 - Melissa28 Nathan38,10,1.51E+19,TRUE,,O&E JR Policy (Melissa28 Donna15 in-house),,,,,,"""brooks37@cruz2921.example"" [SMTP:brooks37@cruz2921.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the body of the message contains the words 'Jones35 Type: Dennis25'
	and the message was received from 'brooks37@cruz2921.example'
Take the following actions:
	move the message to folder 'Dennis25'
	and stop processing more rules on this message
",TRUE,support\15176681026920382465,FALSE,None,Website Laura30 - Dennis25,11,1.52E+19,TRUE,,Jones35 Type: Dennis25,,,,,,"""brooks37@cruz2921.example"" [SMTP:brooks37@cruz2921.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Dennis25,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Kelly63 Betty12'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,support\15248738620958310401,TRUE,PropertiesInError,Move messages sent to Kelly63 Betty12,12,1.52E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Kelly63 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=3a416eb48bf14e10b0f07137d6589ea4-kelly63]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the body of the message contains the words 'Thompson27'
	and the message was received from 'brooks37@cruz2921.example'
Take the following actions:
	move the message to folder '.Thompson27 - Title Laura30'
	and stop processing more rules on this message
",TRUE,support\15320796214996238337,FALSE,None,Website laura30 - Thompson27,13,1.53E+19,TRUE,,Thompson27,,,,,,"""brooks37@cruz2921.example"" [SMTP:brooks37@cruz2921.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,.Thompson27 - Title Laura30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Garcia63 Cruz28'
Take the following actions:
	move the message to folder 'Kelly67 Cloud'
	and stop processing more rules on this message
",TRUE,support\636963767774609409,FALSE,None,Garcia63 Cruz28 Emails,14,6.37E+17,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Garcia63 Cruz28"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=29a022610b644203a40d4017089ca426-9499a203-9e]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Kelly67 Cloud,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Powell18 Betty12'
Take the following actions:
	move the message to folder 'Powell18'
	and stop processing more rules on this message
",TRUE,support\15392853809034166273,FALSE,None,Powell18 Emails,15,1.54E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Powell18 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=46d3acc35c7e4f299b471fa85c615f0b-powell18]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Powell18,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Charles33 Sandoval15 Betty12'
Take the following actions:
	move the message to folder 'North Sandoval15'
	and stop processing more rules on this message
",TRUE,support\15464911403072094209,FALSE,None,North Sandoval15 Emails,16,1.55E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Charles33 Sandoval15 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c318f6aa619d4341ae9dbc0d3334f4a8-sandoval26]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,North Sandoval15,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Kelly63 Betty12'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,support\15536968997110022145,TRUE,PropertiesInError,Kelly63 Emails,17,1.55E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Kelly63 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=3a416eb48bf14e10b0f07137d6589ea4-kelly63]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Donna18 Betty12'
Take the following actions:
	move the message to folder 'Donna18'
	and stop processing more rules on this message
",TRUE,support\15609026591147950081,FALSE,None,Donna18 Emails,18,1.56E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Donna18 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=da3422ddfc85435e9b95ea0d46b29e26-donna18]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Donna18,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Edward69 Ruth19 Betty12'
Take the following actions:
	move the message to folder 'White Ruth19 Lake'
	and stop processing more rules on this message
",TRUE,support\15681084185185878017,FALSE,None,White Ruth19 Emails,19,1.57E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Edward69 Ruth19 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=bf3ceaa6ebcf4415a56b9e7210455460-robinson45]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,White Ruth19 Lake,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Kelly67 Linda12 Betty12' or 'Joshua30 Support' or 'Clark14 Fouquette' or 'ruth32-melissa27@cruz2925.example'
Take the following actions:
	move the message to folder 'Kelly67 Cloud'
	and stop processing more rules on this message
",TRUE,support\15753141779223805953,FALSE,None,Kelly67 Cloud Emails,20,1.58E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Kelly67 Linda12 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=cbb15689d56448088e7c89a47d697394-Bailey39] ""Joshua30 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=3731d65ffdb84703aa8bdb09104647fe-Powell38] ""Clark14 Fouquette"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=157fca36fb6e4d4986239ad78c4edbf0-Clark14] ""ruth32-melissa27@cruz2925.example"" [SMTP:ruth32-melissa27@cruz2925.example]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Kelly67 Cloud,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Price16 Perez28 Betty12'
Take the following actions:
	move the message to folder 'Price16 Lake'
	and stop processing more rules on this message
",TRUE,support\15825199373261733889,FALSE,None,Price16 Lake Emails,21,1.58E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Price16 Perez28 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=351f784399ac417eb5dae83447f7fb88-bennett14]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Price16 Lake,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Donald25 Betty12'
Take the following actions:
	move the message to folder 'Donald25'
	and stop processing more rules on this message
",TRUE,support\15897256967299661825,FALSE,None,Donald25 Emails,22,1.59E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Donald25 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=036e75fe084845559b20ae13cda7227a-donald25]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Donald25,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Jose17 Cruz28 Betty12'
Take the following actions:
	move the message to folder 'Jose17 Park'
	and stop processing more rules on this message
",TRUE,support\15969314561337589761,FALSE,None,Jose17 Park Emails,23,1.60E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Jose17 Cruz28 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=a7d63f8539564b6da4b4e1e7ad65ddaa-brooklynpar]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Jose17 Park,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Evelyn25 Samantha21 Betty12'
Take the following actions:
	move the message to folder 'Evelyn25 Samantha21'
	and stop processing more rules on this message
",TRUE,support\16041372155375517697,FALSE,None,Evelyn25 Samantha21 Emails,24,1.60E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Evelyn25 Samantha21 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=bea494afc06144a69fa8edcbbd04d191-mendotaheig]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Evelyn25 Samantha21,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was sent to 'Minntetonka Betty12'
Take the following actions:
	move the message to folder 'Nancy30'
	and stop processing more rules on this message
",TRUE,support\16113429749413445633,FALSE,None,Nancy30 Emails,25,1.61E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Minntetonka Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f611703c9f7342558920c5339c3aeb97-nancy30]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Nancy30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'North Sandoval15 - Betty12'
Take the following actions:
	move the message to folder 'North Sandoval15'
	and stop processing more rules on this message
",TRUE,support\16185487343451373569,FALSE,None,Assessment Emails - North Sandoval15,26,1.62E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,North Sandoval15 - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,North Sandoval15,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'White Ruth19 Lake - Betty12'
Take the following actions:
	move the message to folder 'White Ruth19 Lake'
	and stop processing more rules on this message
",TRUE,support\16257544937489301505,FALSE,None,Assessment Emails - White  Ruth19,27,1.63E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,White Ruth19 Lake - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,White Ruth19 Lake,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'Kelly67 Cloud - Betty12'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,support\16329602531527229441,TRUE,PropertiesInError,Assessment Emails - Kelly67 Cloud,28,1.63E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Kelly67 Cloud - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'price34@cruz2916.example'
	and the message includes specific words in the subject or body 'Evelyn25 Samantha21 - Betty12'
Take the following actions:
	move the message to folder 'Evelyn25 Samantha21'
	and stop processing more rules on this message
",TRUE,support\16401660125565157377,FALSE,None,Assessment Emails - Evelyn25 Samantha21,29,1.64E+19,TRUE,,,,,,,,"""price34@cruz2916.example"" [SMTP:price34@cruz2916.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Evelyn25 Samantha21 - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,Evelyn25 Samantha21,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'Price16 Lake - Betty12'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,support\16473717719603085313,TRUE,PropertiesInError,Assessment Emails - Price16 Lake,30,1.65E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Price16 Lake - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'Donna18 - Betty12'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,support\16545775313641013249,TRUE,PropertiesInError,Assessment Emails - Donna18,31,1.65E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Donna18 - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message has an attachment
	and the message was sent to 'Betty12 Thompson27' or 'Betty12 Support'
	and the message includes specific words in the subject 'FSBO' or 'Thompson27 Agreement' or ' PA ' or 'Document PA Uploaded'
Take the following actions:
	move the message to folder '.Thompson27 - Title Laura30'
	and stop processing more rules on this message
",TRUE,support\16617832907678941185,FALSE,None,"P - Title Laura30 (Attachmnt, Subject)",32,1.66E+19,TRUE,,,,,,,,,,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Thompson27"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=1aaf732fb6104513a87b6448dbaa7ed2-thompson27] ""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,FSBO Thompson27 Agreement  PA  Document PA Uploaded,,,,,,,,,,,,,,,FALSE,,,,FALSE,,.Thompson27 - Title Laura30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'Nancy30 - Betty12'
Take the following actions:
	move the message to folder 'Nancy30'
	and stop processing more rules on this message
",TRUE,support\16689890501716869121,FALSE,None,Assessment Emails - Nancy30,33,1.67E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Nancy30 - Betty12,,,,,,,,,,,,,FALSE,,,,FALSE,,Nancy30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'price34@cruz2916.example'
Take the following actions:
	move the message to folder 'Jose17 Park'
	and stop processing more rules on this message
",TRUE,support\16761948095754797057,FALSE,None,Assessment Emails - Jose17 Park,34,1.68E+19,TRUE,,,,,,,,"""price34@cruz2916.example"" [SMTP:price34@cruz2916.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Jose17 Park,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'garcia43@cruz294.example'
	and the message includes specific words in the subject or body 'Kelly67 Cloud - Betty12'
Take the following actions:
	forward the message to 'Joshua30 Support'
	and stop processing more rules on this message
",TRUE,support\16834005689792724993,FALSE,None,Assessment Emails - St Cloud,35,1.68E+19,TRUE,,,,,,,,"""garcia43@cruz294.example"" [SMTP:garcia43@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Kelly67 Cloud - Betty12,,,,,,,,,,,,,FALSE,,,"""Joshua30 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=3731d65ffdb84703aa8bdb09104647fe-Powell38]",FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'flores32@cruz294.example'
	and the message includes specific words in the subject 'PROGRAMX'
Take the following actions:
	move the message to folder '.Thompson27 - Title Laura30'
	and stop processing more rules on this message
",TRUE,support\16906063283830652929,FALSE,None,TItle Laura30 - Client Uploaded PA,36,1.69E+19,TRUE,,,,,,,,"""flores32@cruz294.example"" [SMTP:flores32@cruz294.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,PROGRAMX,,,,,,,,,,,,,,,FALSE,,,,FALSE,,.Thompson27 - Title Laura30,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'edward48@cruz2926.example'
	and the message was sent to 'Betty12 Support'
	and the message includes specific words in the subject 'Unsuccessful fax transmission' or 'Successful transmission'
	and the message includes specific words in the subject or body 'Jonathan24 B'
Take the following actions:
	redirect the message to 'Jonathan24 Katherine13'
	and stop processing more rules on this message
",TRUE,support\16978120877868580865,FALSE,None,Fax Kelly58 - Jonathan24 B,37,1.70E+19,TRUE,,,,,,,,"""edward48@cruz2926.example"" [SMTP:edward48@cruz2926.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,Unsuccessful fax transmission Successful transmission,,Jonathan24 B,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'noreply@cruz2922.example'
	and the message was sent to 'Betty12 Support'
	and the message includes specific words in the subject or body 'submitted successfully'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,support\17050178471906508801,FALSE,None,Delete messages from noreply@cruz2922.example,38,1.71E+19,TRUE,,,,,,,,"""noreply@cruz2922.example"" [SMTP:noreply@cruz2922.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,submitted successfully,,,,,,,,,,,,,TRUE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the message was received from 'Ramos24 Kimberly21'
	and the message includes specific words in the subject 'wire'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,support\17122236065944436737,FALSE,None,Ramos24 Kimberly21,39,1.71E+19,TRUE,,,,,,,,"""Ramos24 Kimberly21"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=5c008bb3b3a446d9b1279df2bcfcc6d3-Ramos24]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,wire,,,,,,,,,,,,,,,TRUE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,support,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'torres23 created@e-donna15' or 'thompson47@cruz294.example' or 'barbara36@cruz294.example' or 'torres23_andrew26@cruz2927.example'
Take the following actions:
	move the message to folder '.Refi - Title Laura30'
",TRUE,support\17194293659982364673,FALSE,None,Torres23 Created,40,1.72E+19,TRUE,,,,,,torres23 created@e-donna15 thompson47@cruz294.example barbara36@cruz294.example torres23_andrew26@cruz2927.example,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,.Refi - Title Laura30,FALSE,,,FALSE,FALSE,,,support,TRUE,Unchanged
