SuspectTrait,DisplayName,PrimarySmtpAddress,MailboxGuid,RuleName,RulePriority,RuleIdentity,RuleDescription,RuleEnabled,RuleForwardTo,RuleForwardAttTo,ExternalRecipients,RuleMoveTo,RuleDelete,RuleSoftDelete,RuleBodyContains,RuleSubjectContains,RuleSubjectOrBodyContains,RuleFrom,RuleFromContains
MessageForwarding,Nancy30 Betty12,nancy30@contoso.com,3d8fa69f-4f36-4dd5-84b2-010b26f8224f,Nancy30 Declined,1,7.44308E+17,"If the message:
	the message was sent to 'Minntetonka Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Jonathan24 Katherine13' and 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",,,,FALSE,FALSE,,,Declined,,
MessageForwarding,Nancy30 Betty12,nancy30@contoso.com,3d8fa69f-4f36-4dd5-84b2-010b26f8224f,Email Forwarding,2,8.16366E+17,"Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,,,,
MessageForwarding,Nancy30 Betty12,nancy30@contoso.com,3d8fa69f-4f36-4dd5-84b2-010b26f8224f,Sucessful or unsuccessful,3,8.88423E+17,"If the message:
	the message was received from 'edward48@cruz2926.example'
	and the message was sent to 'Minntetonka Betty12'
	and the message includes specific words in the subject 'unsuccessful' or 'Successful'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,unsuccessful Successful,,"""edward48@cruz2926.example"" [SMTP:edward48@cruz2926.example]",
MessageForwarding,Nancy30 Betty12,nancy30@contoso.com,3d8fa69f-4f36-4dd5-84b2-010b26f8224f,Fax Forwarding,4,9.60481E+17,"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Minntetonka Betty12'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",
MessageMoveFolder,Daniel29 O'Connor,daniel29@contoso.com,74b2971f-c2ae-4ac9-84e7-6105e5ffd68c,For all messages sent to Betty12 Morgan50,2,4.90031E+18,"If the message:
	the message includes specific words in the subject 'fax'
Take the following actions:
	mark the message as Read
	and move the message to folder 'RSS Feeds'
	and stop processing more rules on this message
",FALSE,,,,RSS Feeds,FALSE,FALSE,,fax,,,
MessageMoveFolder,Daniel29 O'Connor,daniel29@contoso.com,74b2971f-c2ae-4ac9-84e7-6105e5ffd68c,For all messages sent to Betty12 Morgan50,3,4.97237E+18,"If the message:
	the message includes specific words in the subject or body 'payoff'
Take the following actions:
	mark the message as Read
	and move the message to folder 'RSS Feeds'
	and stop processing more rules on this message
",FALSE,,,,RSS Feeds,FALSE,FALSE,,,payoff,,
MessageForwarding,Charles33 Sandoval15 Betty12,sandoval26@contoso.com,f5728b3d-022d-4dc3-866b-bb57d0dabd96,Declined,1,1.26498E+19,"If the message:
	the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37' and 'Jonathan24 Katherine13'
	and stop processing more rules on this message
",TRUE,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",,,,FALSE,FALSE,,,Declined,,
MessageForwarding,Rebecca30 Sandoval28,ronald33@contoso.com,f67b1ac1-5452-4d27-871b-826765c8a1c4,Rebecca30 Sandoval28 Declined,1,2.66715E+18,"If the message:
	the message was sent to 'Rebecca30 Sandoval28'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Jonathan24 Katherine13' and 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",,,,FALSE,FALSE,,,Declined,,
MessageMoveFolder,Stephanie23 Sandoval14,stephanie23@contoso.com,e858466e-b981-4542-8acc-7e555b4422e4,Ruth55 Paul28,3,2.52464E+17,"If the message:
	the message was received from 'Ruth55 Paul28'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
",TRUE,,,,Junk Email,FALSE,FALSE,,,,"""Ruth55 Paul28"" [SMTP:ruth55@cruz29112.example]",
MessageDeletion,Stephanie23 Sandoval14,stephanie23@contoso.com,e858466e-b981-4542-8acc-7e555b4422e4,TC Production,5,3.9658E+17,"If the message:
	the message was received from 'TC Production'
	and the message includes specific words in the subject 'RE: '
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,RE: ,,"""TC Production"" [SMTP:campbell60@cruz294.example]",
MessageForwarding,Kelly63 Betty12,kelly63@contoso.com,9c6a482e-7e1d-4f8a-8862-3d3ea58eb5fa,Kelly63 Declined,1,7.45985E+18,"If the message:
	the message was sent to 'Kelly63 Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'James59 Sandoval24'
	and stop processing more rules on this message
",TRUE,"""James59 Sandoval24"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=e2b4575270d44fce8abc4f6201a3fc17-rivera21]",,,,FALSE,FALSE,,,Declined,,
MessageMoveFolder,Cook32 Katherine13,cook32@contoso.com,e5653829-1211-4ef5-8739-f4b869274a11,Rewards,2,1.80975E+19,"If the message:
	the message was received from 'Rewards'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
",TRUE,,,,Junk Email,FALSE,FALSE,,,,"""Rewards"" [SMTP:robert46@cruz29116.example]",
MessageForwarding,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,Trustone ACH Deposit Timothy41 - Forward,4,1.21151E+19,"If the message:
	the message was received from 'brenda15@cruz29117.example'
	and the message includes specific words in the subject 'Remittance'
Take the following actions:
	forward the message to 'Martinez23 Johnson34' and 'Janet18 Katherine13'
	and stop processing more rules on this message
",TRUE,"""Martinez23 Johnson34"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=94b3c8d18f38424e9294aeaeb7374fad-martinez23] ""Janet18 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=d77fca56ee694ed9a33ec6bb48a5b5a1-betty14_83b6]",,,,FALSE,FALSE,,Remittance,,"""brenda15@cruz29117.example"" [SMTP:brenda15@cruz29117.example]",
MessageForwarding,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,victoria30@cruz29119.example - Forward,6,1.23312E+19,"If the message:
	the message was received from 'victoria30@cruz29119.example'
Take the following actions:
	forward the message to 'Janet18 Katherine13'
	and stop processing more rules on this message
",TRUE,"""Janet18 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=d77fca56ee694ed9a33ec6bb48a5b5a1-betty14_83b6]",,,,FALSE,FALSE,,,,"""victoria30@cruz29119.example"" [SMTP:victoria30@cruz29119.example]",
MessageForwarding,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,files_received_by_catherine33,21,1.34121E+19,"If the message:
	the message was received from 'taylor31.lee26@cruz2927.example'
	and the message includes specific words in the subject or body 'files_received_by_catherine33'
Take the following actions:
	forward the message to 'Ruiz15 Castillo35'
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,"""Ruiz15 Castillo35"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=69fea32f3af04a2f82c04d396c6ad70f-ruiz15]",,,,FALSE,FALSE,,,files_received_by_catherine33,"""taylor31.lee26@cruz2927.example"" [SMTP:taylor31.lee26@cruz2927.example]",
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,"About Betty12 Emails "".xyz""",3,8.92114E+18,"If the message:
	the sender's address contains these words: '.xyz'
	and the message includes specific words in the subject 'About Betty12' or 'Regarding Betty12'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,About Betty12 Regarding Betty12,,,.xyz
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,Wire Request Emails,7,1.24033E+19,"If the message:
	the message was received from 'Betty12 Accounting'
	and the message includes specific words in the subject 'MODIFIED: Test 1/1/2020 (1)' or 'MODIFIED:' or ''s New Wire Request'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",FALSE,,,,,TRUE,FALSE,,MODIFIED: Test 1/1/2020 (1) MODIFIED: 's New Wire Request,,"""Betty12 Accounting"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=be1d8b09d50e436da6930a57f7a34220-AnconaAccou]",
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,For all messages to Nick Ward20,8,1.24753E+19,"If the message:
	a recipient address contains the words 'amy30.ward20@freemail1.example'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,,,,
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,For all messages from Nick Ward20,9,1.25474E+19,"If the message:
	the sender's address contains these words: 'amy30.ward20@freemail1.example'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,,,,amy30.ward20@freemail1.example
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,For all messages from Exposed Brick,12,1.27636E+19,"If the message:
	the message was received from 'smith19@freemail1.example'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,,,"""smith19@freemail1.example"" [SMTP:smith19@freemail1.example]",
MessageDeletion,Jonathan24 Katherine13,jonathan24@contoso.com,4a5bf195-fc1a-4d2d-820d-71cf4fd365eb,Postmaster Receipt Through garcia38-Valids,20,1.334E+19,"If the message:
	the message was received from 'postmaster@contoso.com'
	and the message was sent to 'christina12@contoso.com'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,,,,,TRUE,FALSE,,,,"""postmaster@contoso.com"" [SMTP:postmaster@contoso.com]",
MessageForwarding,Kelly67 Linda12 Betty12,bailey39@contoso.com,015c5c8b-8a00-483b-8402-2703dd664dff,Declined,1,1.49647E+19,"If the message:
	the message was sent to 'Kelly67 Linda12 Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",,,,FALSE,FALSE,,,Declined,,
MessageMoveFolder,Parker34 Larry20,parker34@contoso.com,0c12e9af-4254-4117-8dbf-f71b1c518c56,Orbitz,11,1.88314E+18,"If the message:
	the message was received from 'Orbitz'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
",TRUE,,,,Junk Email,FALSE,FALSE,,,,"""Orbitz"" [SMTP:karen24@cruz29128.example]",
MessageDeletion,Joshua30 Support,powell38@contoso.com,d2bb4ccd-2e19-4720-85dc-bc122b7c568a,Morgan50 - Mark Read,2,3.28425E+18,"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",FALSE,,,,,TRUE,FALSE,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",
MessageForwarding,Garcia63 Cruz28,katherine65@contoso.com,3f0b8de9-db81-4513-86f4-f5ce998ce8e6,Declined,1,1.90558E+16,"If the message:
	the message was sent to 'Garcia63 Cruz28'
	and the message includes specific words in the subject or body 'declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37' and 'Betty12 Support'
	and stop processing more rules on this message
",TRUE,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,,declined,,
MessageForwarding,Edward69 Ruth19 Betty12,robinson45@contoso.com,bb213327-01c8-4511-886f-1dcc7364b575,Declined,1,9.38414E+18,"If the message:
	the message was sent to 'Edward69 Ruth19 Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",,,,FALSE,FALSE,,,Declined,,
MessageForwarding,Edward69 Ruth19 Betty12,robinson45@contoso.com,bb213327-01c8-4511-886f-1dcc7364b575,Email Forwarding,2,9.4562E+18,"Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,,,,
MessageForwarding,Edward69 Ruth19 Betty12,robinson45@contoso.com,bb213327-01c8-4511-886f-1dcc7364b575,Forward messages from fax,3,9.52826E+18,"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Edward69 Ruth19 Betty12'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",,,,FALSE,FALSE,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",
