"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.LinkableIdentifiers.DeviceId","InitiatedBy.LinkableIdentifiers.SessionId","InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime","InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier","InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties","InitiatedBy.LinkableIdentifiers.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2025-11-30 15:04:54","Add service principal","AppId","f5e188dd-551b-4281-8e7d-51636b8b6490","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a","","ApplicationManagement","818b9a59-62ab-4c91-8b7b-428ca9d51300","Directory_818b9a59-62ab-4c91-8b7b-428ca9d51300_UWHF2_545639516","","Microsoft Azure AD Internal - Jit Provisioning","","","","","","","","","","","","","","","","","","Core Directory","Add","success","","Wright2","","a4e8c0d6-6548-456a-8789-a800efb317eb","AccountEnabled","[true]","[]","","AppAddress","[{""AddressType"":0,""Address"":""https://fa000000138.resources.office.net/e747c444-30be-4f7b-8e40-bb2e63e25b46/1.0.2504.7028/en-us_wood4/meetingdetails.html"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edog.onenote.com/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edog.onenote.com/common1pauth/exchangecode"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edog.onenote.com/sharon/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://www.onenote.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/notes"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/teamnotes"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/meetingnotes/defaulttab"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/meetingnotes"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edog.onenote.com/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.osi.apps.mil/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.osi.apps.mil/common1pauth/exchangecode"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.peterson.osi.office365.us/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.peterson.osi.office365.us/common1pauth/exchangecode"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.osi.office365.us/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onenote.osi.office365.us/common1pauth/exchangecode"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/common1pauth/exchangecode"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edusupport.microsoft.com/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/sharon/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://todosupport.microsoft.com/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.onenote.com/auth/signin"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://www.onenote.com/preview"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://edog.onenote.com/preview"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":4,""Address"":""https://www.onenote.com/auth/expirecookie"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","[]","","AppPrincipalId","[""f5e188dd-551b-4281-8e7d-51636b8b6490""]","[]","","ServicePrincipal","","","",""
"2025-11-30 19:15:16","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","1585f97a-b51d-4021-8ca5-38d60f92202b","Directory_1585f97a-b51d-4021-8ca5-38d60f92202b_VG1W3_28356525","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.XXX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-30 19:15:14","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","16522d1f-ba8c-4de0-8eaf-07a34d597036","Directory_16522d1f-ba8c-4de0-8eaf-07a34d597036_CXFRF_75499310","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.XXX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""
"2025-11-30 14:39:49","Settings_GetSettingsAsync","","","","","","","GroupManagement","9a44daed-1732-444e-8863-8c2bf45b04a1","SSGM_9a44daed-1732-444e-8863-8c2bf45b04a1_RGAJ7_62938442","","","","","","","","","","","","","","","172.183.155.118","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-30 14:38:56","Settings_GetSettingsAsync","","","","","","","GroupManagement","32b62f88-8d41-4773-896d-d3a98d8de46d","SSGM_32b62f88-8d41-4773-896d-d3a98d8de46d_H8EGS_66657662","","","","","","","","","","","","","","","172.183.155.225","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-29 11:26:36","Update device","DeviceId","4851f793-1f3f-4aa9-8509-a7446214c6c7","","DeviceOSType","Windows","","Device","17497af2-bb35-490b-8475-be1d55378349","Directory_17497af2-bb35-490b-8475-be1d55378349_WGYEL_32216735","","Samantha Thomas2 Service","5a8ced41-54ae-42e4-83c8-f87e27bd5d55","","","","","","","","","","","","","","","","","Core Directory","Update","success","","DESKTOP-Y8WX6TK","","1b3a1902-8118-4603-8c85-5150e00585ac","Included Updated Properties","""""","","","TargetId.DeviceId","""4851f793-1f3f-4aa9-8509-a7446214c6c7""","","","TargetId.DeviceOSType","""Windows""","","","Device","","","",""
"2025-11-29 02:28:45","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","4f2762a1-d3f4-4b3b-87f6-699c47722246","SSGM_4f2762a1-d3f4-4b3b-87f6-699c47722246_HVV86_1878805","","","","","","","","","","","","","","","20.190.157.225","63d1dce8-a9db-46f5-8811-84e6db1b31b3","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-28 19:18:21","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","1ab01cb7-6375-406b-840e-295f4251d7b4","SSGM_1ab01cb7-6375-406b-840e-295f4251d7b4_PDG5Y_15631485","","","","","","","","","","","","","","","20.190.154.56","ee731e1c-d31f-4db8-8e44-6af2c4dcca71","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-28 19:17:46","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","37d01d03-6788-4222-88e4-f184eea221d9","Directory_37d01d03-6788-4222-88e4-f184eea221d9_YX4GW_35220435","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XXX.XX.XX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-28 19:17:45","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","2fcde21b-37a2-4216-8ada-aa4cf4ea2ae9","Directory_2fcde21b-37a2-4216-8ada-aa4cf4ea2ae9_FMA6J_36329838","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.X","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""
"2025-11-28 13:05:44","Update device","DeviceId","dd6f8a2f-e3d1-4433-8225-de4e144645e8","","DeviceOSType","Windows","","Device","c7108b1f-392a-430e-8a33-d922268fbbf9","Directory_c7108b1f-392a-430e-8a33-d922268fbbf9_C20EC_521775325","","Samantha Thomas2 Service","5a8ced41-54ae-42e4-83c8-f87e27bd5d55","","","","","","","","","","","","","","","","","Core Directory","Update","success","","DESKTOP-P4KVVQ3","","64f95943-de91-4371-80fc-b6f1716f2fbc","Included Updated Properties","""""","","","TargetId.DeviceId","""dd6f8a2f-e3d1-4433-8225-de4e144645e8""","","","TargetId.DeviceOSType","""Windows""","","","Device","","","",""
"2025-11-28 12:56:29","Update device","DeviceId","858cbed3-5ee6-458f-8087-da8421d4a356","","DeviceOSType","Windows","","Device","75c49c84-cfb0-4c66-8f58-8ba78c4107ec","Directory_75c49c84-cfb0-4c66-8f58-8ba78c4107ec_CUCF0_259577485","","Samantha Thomas2 Service","5a8ced41-54ae-42e4-83c8-f87e27bd5d55","","","","","","","","","","","","","","","","","Core Directory","Update","success","","HOST-69EA7B","","24d4d858-1ed9-4c17-8d7b-b537dba01540","Included Updated Properties","""""","","","TargetId.DeviceId","""858cbed3-5ee6-458f-8087-da8421d4a356""","","","TargetId.DeviceOSType","""Windows""","","","Device","","","",""
"2025-11-28 04:01:04","Update service principal","AppId","fe359c2e-1d8f-437f-87d5-a207d1e241e7","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a","","ApplicationManagement","f11f926f-9b46-4d27-8ffa-e8c3db8785eb","Directory_f11f926f-9b46-4d27-8ffa-e8c3db8785eb_3BB29_94088978","","Castillo3 365 SharePoint Wood2","e1ebca8f-c495-4df0-802a-ba3d93885a0a","","","","","","","","","","","","","","","","","Core Directory","Update","success","","SharePoint Martinez Morgan Collins Jenkins","","6b6a4597-3c57-49d3-8dbd-ecd5fcbbe9e1","TargetId.ServicePrincipalNames","""fe359c2e-1d8f-437f-87d5-a207d1e241e7""","","","","","","","","","","","ServicePrincipal","","","",""
"2025-11-28 04:01:04","Update service principal","AppId","68da7807-63e0-4c5c-8e04-a31f2b81ae44","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a","","ApplicationManagement","1eca43a9-4b03-4f11-8dae-8e77424d21d9","Directory_1eca43a9-4b03-4f11-8dae-8e77424d21d9_TF0U3_16583456","","Castillo3 365 SharePoint Wood2","e1ebca8f-c495-4df0-802a-ba3d93885a0a","","","","","","","","","","","","","","","","","Core Directory","Update","success","","SharePoint Wood2 Wood4 Sandoval Phillips","","137fb04b-a303-4057-8e4c-ede4a0c67823","AppAddress","[{""AddressType"":0,""Address"":""https://onedrive.cloud.microsoft/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-58b86417-491d-4644-89ff-c02881bb4825://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-888ac9bc-0c16-46c5-8265-afbba80e7712://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://fluidpreview.office.net/spfxsinglesignon"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.fluidpreview.office.net/spfxsinglesignon"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-admin.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-my.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","[{""AddressType"":0,""Address"":""brk-58b86417-491d-4644-89ff-c02881bb4825://proseware-admin.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-58b86417-491d-4644-89ff-c02881bb4825://proseware-my.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-58b86417-491d-4644-89ff-c02881bb4825://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-888ac9bc-0c16-46c5-8265-afbba80e7712://proseware-admin.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-888ac9bc-0c16-46c5-8265-afbba80e7712://proseware-my.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-888ac9bc-0c16-46c5-8265-afbba80e7712://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://proseware-admin.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://proseware-my.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://proseware.sharepoint.com"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-admin.sharepoint.com/_forms/signin.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-admin.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-my.sharepoint.com/_forms/signin.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware-my.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware.sharepoint.com/_forms/signin.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://proseware.sharepoint.com/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":0,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.fluidpreview.office.net/spfxsinglesignon"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://fluidpreview.office.net/spfxsinglesignon"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://onedrive.cloud.microsoft/_forms/spfxsinglesignon.aspx"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","","Included Updated Properties","""AppAddress""","","","TargetId.ServicePrincipalNames","""68da7807-63e0-4c5c-8e04-a31f2b81ae44;sharon://proseware-my.sharepoint.com;sharon://proseware-admin.sharepoint.com;sharon://proseware.sharepoint.com""","","","ServicePrincipal","","","",""
"2025-11-27 19:15:38","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","7a339367-c0ca-4760-8094-15d94fa60254","SSGM_7a339367-c0ca-4760-8094-15d94fa60254_P1HRV_10635422","","","","","","","","","","","","","","","20.190.154.56","ee731e1c-d31f-4db8-8e44-6af2c4dcca71","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 19:15:04","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","4b51f3f6-ebf6-4ddb-887e-bdf32efdc4da","Directory_4b51f3f6-ebf6-4ddb-887e-bdf32efdc4da_AEZMA_36285958","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XXX.XX.XX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-27 19:15:02","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","5de7de9b-5fe2-49af-8ef4-b3af500b845e","Directory_5de7de9b-5fe2-49af-8ef4-b3af500b845e_R9M1S_40152820","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.X","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""
"2025-11-27 18:43:25","Settings_GetSettingsAsync","","","","","","","GroupManagement","945b2c4a-4681-4ca1-84dd-8d09e7527c13","SSGM_945b2c4a-4681-4ca1-84dd-8d09e7527c13_QX97R_61181683","","","","","","","","","","","","","","","4.154.168.210","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 18:39:17","Settings_GetSettingsAsync","","","","","","","GroupManagement","5b51e856-f9a5-4d71-8dd3-2f0ee2ea4adb","SSGM_5b51e856-f9a5-4d71-8dd3-2f0ee2ea4adb_7657Q_1089373","","","","","","","","","","","","","","","4.154.168.108","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 18:38:31","Settings_GetSettingsAsync","","","","","","","GroupManagement","d9e92fe5-25db-4f09-8899-0860bbbcf59d","SSGM_d9e92fe5-25db-4f09-8899-0860bbbcf59d_DF2XW_36064765","","","","","","","","","","","","","","","20.228.63.152","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 18:38:31","Settings_GetSettingsAsync","","","","","","","GroupManagement","034d7200-827c-4b42-8d07-07e98e17c50a","SSGM_034d7200-827c-4b42-8d07-07e98e17c50a_4YGSF_3090507","","","","","","","","","","","","","","","104.210.141.117","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 18:37:38","Settings_GetSettingsAsync","","","","","","","GroupManagement","c880f704-b6c1-4962-842f-b4580e9ef79b","SSGM_c880f704-b6c1-4962-842f-b4580e9ef79b_2PLKE_9241059","","","","","","","","","","","","","","","104.210.141.117","654e1dfa-d976-4d64-897c-b9bb3ede9321","mark@proseware.com","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-27 18:11:53","Update user","UserType","Member","","","","","UserManagement","c6501517-ba38-44e2-87eb-a54832aa6d4f","Directory_c6501517-ba38-44e2-87eb-a54832aa6d4f_YZZJ4_5901751","","Joshua3 Gomez2 Matthew2","83f406f1-b70a-4721-828d-cf5c4f3364ee","","","","","","","","","","","","","","","","","Core Directory","Update","success","","","","137a0cf7-c356-4be2-83a5-74085cc0edff","Included Updated Properties","""""","","","TargetId.UserType","""Member""","","","ActorId.ServicePrincipalNames","""cdd90f8f-169a-4841-884c-476667ac1e35""","","","User","morales2@proseware.com","","",""
"2025-11-27 15:30:31","Update device","DeviceId","af94ed87-3765-4eb9-8c82-0603951dc9f3","","DeviceOSType","Windows","","Device","bcaadaa8-9f51-47a8-8265-d125067611cf","Directory_bcaadaa8-9f51-47a8-8265-d125067611cf_9UEQU_275085824","","Samantha Thomas2 Service","5a8ced41-54ae-42e4-83c8-f87e27bd5d55","","","","","","","","","","","","","","","","","Core Directory","Update","success","","HOST-1F386A","","450e8596-22db-40a5-8ab2-7d2f62856659","Included Updated Properties","""""","","","TargetId.DeviceId","""af94ed87-3765-4eb9-8c82-0603951dc9f3""","","","TargetId.DeviceOSType","""Windows""","","","Device","","","",""
"2025-11-26 19:15:40","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","a313af6e-e6c5-4667-86bb-b785c8790a86","SSGM_a313af6e-e6c5-4667-86bb-b785c8790a86_5P1PQ_835388","","","","","","","","","","","","","","","40.126.26.220","ee731e1c-d31f-4db8-8e44-6af2c4dcca71","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
