"Creationtime","Localtime","ClientIP","Operation","UserId","ResultStatusDetail","KeepMeSignedIn","UserAgent","UserAuthenticationMethod","RequestType","DisplayName","OS","BrowserType","TrustType","IsCompliant","IsCompliantAndManaged","SessionId"
"2026-07-22 03:39:17","2026-07-21 20:39:17","47.152.78.88","UserLoginFailed","lynner@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ad4a-8002-79a2-c5f313374838"
"2026-07-22 03:39:00","2026-07-21 20:39:00","47.152.78.88","UserLoggedIn","lidiah@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ad4a-8002-79a2-c5f313374838"
"2026-07-22 03:38:58","2026-07-21 20:38:58","47.152.78.88","UserLoginFailed","lidiah@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ee24-0ed3-b23f-b637debd965a"
"2026-07-22 03:33:30","2026-07-21 20:33:30","47.152.78.88","UserLoggedIn","leeg@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ee24-0ed3-b23f-b637debd965a"
"2026-07-22 03:33:28","2026-07-21 20:33:28","47.152.78.88","UserLoginFailed","leeg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-30c8-b50b-7d8e-7570e293eaaf"
"2026-07-22 03:33:10","2026-07-21 20:33:10","47.152.78.88","UserLoggedIn","jonis@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-30c8-b50b-7d8e-7570e293eaaf"
"2026-07-22 03:33:08","2026-07-21 20:33:08","47.152.78.88","UserLoginFailed","jonis@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-df4e-9568-f1ee-a90192d40f66"
"2026-07-22 03:32:20","2026-07-21 20:32:20","47.152.78.88","UserLoggedIn","johannal@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-df4e-9568-f1ee-a90192d40f66"
"2026-07-22 03:32:17","2026-07-21 20:32:17","47.152.78.88","UserLoginFailed","johannal@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5deb-4c82-681a-ddcbaf741ca0"
"2026-07-22 03:31:52","2026-07-21 20:31:52","47.152.78.88","UserLoggedIn","isaiahl@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5deb-4c82-681a-ddcbaf741ca0"
"2026-07-22 03:31:49","2026-07-21 20:31:49","47.152.78.88","UserLoginFailed","isaiahl@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-4f1f-1fd3-3c0d-7f08e3f04aab"
"2026-07-22 03:31:23","2026-07-21 20:31:23","47.152.78.88","UserLoggedIn","henriettam@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-4f1f-1fd3-3c0d-7f08e3f04aab"
"2026-07-22 03:31:10","2026-07-21 20:31:10","47.152.78.88","UserLoginFailed","henriettam@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-694c-d87e-545a-edd66c07093c"
"2026-07-22 03:30:54","2026-07-21 20:30:54","47.152.78.88","UserLoggedIn","gradya@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-694c-d87e-545a-edd66c07093c"
"2026-07-22 03:30:52","2026-07-21 20:30:52","47.152.78.88","UserLoginFailed","gradya@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-4eb4-246c-3b8e-4324fd865b11"
"2026-07-22 03:30:33","2026-07-21 20:30:33","47.152.78.88","UserLoggedIn","diegos@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-4eb4-246c-3b8e-4324fd865b11"
"2026-07-22 03:30:31","2026-07-21 20:30:31","47.152.78.88","UserLoginFailed","diegos@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-8bd6-52cb-48b2-ee922a136ab8"
"2026-07-22 03:28:25","2026-07-21 20:28:25","47.152.78.88","UserLoggedIn","alexw@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-8bd6-52cb-48b2-ee922a136ab8"
"2026-07-22 03:28:16","2026-07-21 20:28:16","47.152.78.88","UserLoginFailed","alexw@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-f035-359a-ca3b-5b169a9640ff"
"2026-07-22 03:27:48","2026-07-21 20:27:48","47.152.78.88","UserLoggedIn","adelev@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-f035-359a-ca3b-5b169a9640ff"
"2026-07-22 03:27:45","2026-07-21 20:27:45","47.152.78.88","UserLoginFailed","adelev@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Login:reprocess","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:18:33","2026-07-21 20:18:33","47.152.78.88","UserLoggedIn","pradeepg@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:18:16","2026-07-21 20:18:16","47.152.78.88","UserLoginFailed","pradeepg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-8aca-b27d-df8d-f4bd45a1b77d"
"2026-07-22 03:17:47","2026-07-21 20:17:47","47.152.78.88","UserLoginFailed","pradeepg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-8aca-b27d-df8d-f4bd45a1b77d"
"2026-07-22 03:17:19","2026-07-21 20:17:19","47.152.78.88","UserLoggedIn","pattif@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:17:16","2026-07-21 20:17:16","47.152.78.88","UserLoginFailed","pattif@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-1d11-d5c4-efe4-b8bf62e72d13"
"2026-07-22 03:16:45","2026-07-21 20:16:45","47.152.78.88","UserLoginFailed","pattif@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-1d11-d5c4-efe4-b8bf62e72d13"
"2026-07-22 03:16:11","2026-07-21 20:16:11","47.152.78.88","UserLoggedIn","nestorw@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:16:07","2026-07-21 20:16:07","47.152.78.88","UserLoginFailed","nestorw@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-1ca5-52f6-9b0c-2c7ea95f2b12"
"2026-07-22 03:15:36","2026-07-21 20:15:36","47.152.78.88","UserLoginFailed","nestorw@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-1ca5-52f6-9b0c-2c7ea95f2b12"
"2026-07-22 03:15:09","2026-07-21 20:15:09","47.152.78.88","UserLoggedIn","miriamg@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:15:03","2026-07-21 20:15:03","47.152.78.88","UserLoginFailed","miriamg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-2b61-d4cc-c129-55582de0c7cc"
"2026-07-22 03:14:25","2026-07-21 20:14:25","47.152.78.88","UserLoginFailed","miriamg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-2b61-d4cc-c129-55582de0c7cc"
"2026-07-22 03:13:58","2026-07-21 20:13:58","47.152.78.88","UserLoggedIn","meganb@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:13:55","2026-07-21 20:13:55","47.152.78.88","UserLoginFailed","meganb@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5423-cb48-eb1e-8fdc64b33cf1"
"2026-07-22 03:13:17","2026-07-21 20:13:17","47.152.78.88","UserLoginFailed","meganb@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5423-cb48-eb1e-8fdc64b33cf1"
"2026-07-22 03:12:27","2026-07-21 20:12:27","47.152.78.88","UserLoggedIn","lynner@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:12:25","2026-07-21 20:12:25","47.152.78.88","UserLoginFailed","lynner@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ad4a-8002-79a2-c5f313374838"
"2026-07-22 03:11:52","2026-07-21 20:11:52","47.152.78.88","UserLoginFailed","lynner@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ad4a-8002-79a2-c5f313374838"
"2026-07-22 03:11:17","2026-07-21 20:11:17","47.152.78.88","UserLoggedIn","lidiah@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:11:11","2026-07-21 20:11:11","47.152.78.88","UserLoginFailed","lidiah@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ee24-0ed3-b23f-b637debd965a"
"2026-07-22 03:10:42","2026-07-21 20:10:42","47.152.78.88","UserLoginFailed","lidiah@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-ee24-0ed3-b23f-b637debd965a"
"2026-07-22 03:10:03","2026-07-21 20:10:03","47.152.78.88","UserLoggedIn","leeg@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:10:00","2026-07-21 20:10:00","47.152.78.88","UserLoginFailed","leeg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-30c8-b50b-7d8e-7570e293eaaf"
"2026-07-22 03:09:20","2026-07-21 20:09:20","47.152.78.88","UserLoginFailed","leeg@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-30c8-b50b-7d8e-7570e293eaaf"
"2026-07-22 03:08:25","2026-07-21 20:08:25","47.152.78.88","UserLoggedIn","jonis@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:08:22","2026-07-21 20:08:22","47.152.78.88","UserLoginFailed","jonis@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-df4e-9568-f1ee-a90192d40f66"
"2026-07-22 03:07:42","2026-07-21 20:07:42","47.152.78.88","UserLoginFailed","jonis@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-df4e-9568-f1ee-a90192d40f66"
"2026-07-22 03:07:11","2026-07-21 20:07:11","47.152.78.88","UserLoggedIn","johannal@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:07:03","2026-07-21 20:07:03","47.152.78.88","UserLoginFailed","johannal@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5deb-4c82-681a-ddcbaf741ca0"
"2026-07-22 03:06:29","2026-07-21 20:06:29","47.152.78.88","UserLoginFailed","johannal@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-5deb-4c82-681a-ddcbaf741ca0"
"2026-07-22 03:05:03","2026-07-21 20:05:03","47.152.78.88","UserLoggedIn","isaiahl@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-22 03:05:00","2026-07-21 20:05:00","47.152.78.88","UserLoginFailed","isaiahl@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-4f1f-1fd3-3c0d-7f08e3f04aab"
"2026-07-22 03:04:20","2026-07-21 20:04:20","47.152.78.88","UserLoginFailed","isaiahl@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e330a-4f1f-1fd3-3c0d-7f08e3f04aab"
"2026-07-21 22:22:50","2026-07-21 15:22:50","47.152.78.88","UserLoggedIn","henriettam@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-21 22:22:47","2026-07-21 15:22:47","47.152.78.88","UserLoginFailed","henriettam@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-694c-d87e-545a-edd66c07093c"
"2026-07-21 22:21:59","2026-07-21 15:21:59","47.152.78.88","UserLoginFailed","henriettam@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-694c-d87e-545a-edd66c07093c"
"2026-07-21 20:43:52","2026-07-21 13:43:52","47.152.78.88","UserLoggedIn","gradya@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-21 20:43:50","2026-07-21 13:43:50","47.152.78.88","UserLoginFailed","gradya@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-4eb4-246c-3b8e-4324fd865b11"
"2026-07-21 20:43:00","2026-07-21 13:43:00","47.152.78.88","UserLoginFailed","gradya@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-4eb4-246c-3b8e-4324fd865b11"
"2026-07-21 20:40:54","2026-07-21 13:40:54","47.152.78.88","UserLoggedIn","diegos@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-21 20:40:51","2026-07-21 13:40:51","47.152.78.88","UserLoginFailed","diegos@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","SAS:ProcessAuth","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-8bd6-52cb-48b2-ee922a136ab8"
"2026-07-21 20:38:05","2026-07-21 13:38:05","47.152.78.88","UserLoginFailed","diegos@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-8bd6-52cb-48b2-ee922a136ab8"
"2026-07-21 20:37:38","2026-07-21 13:37:38","47.152.78.88","UserLoggedIn","alexw@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-21 20:37:35","2026-07-21 13:37:35","47.152.78.88","UserLoginFailed","alexw@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-f035-359a-ca3b-5b169a9640ff"
"2026-07-21 20:36:53","2026-07-21 13:36:53","47.152.78.88","UserLoggedIn","adelev@854jpt.onmicrosoft.com","Redirect","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","Unavailable","Consent:Set","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
"2026-07-21 20:36:49","2026-07-21 13:36:49","47.152.78.88","UserLoginFailed","adelev@854jpt.onmicrosoft.com","Success","Unavailable","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Thunderbird/152.0.1","1","Login:login","Unavailable","Windows10","Other","Unavailable","False","False","006e0bfa-db61-3f0b-0564-4e589b0659e1"
