"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","AdditionalDetails.3.Key","AdditionalDetails.3.Value","AdditionalDetails.3.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.LinkableIdentifiers.DeviceId","InitiatedBy.LinkableIdentifiers.SessionId","InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime","InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier","InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties","InitiatedBy.LinkableIdentifiers.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.ModifiedProperties.4.DisplayName","TargetResources.1.ModifiedProperties.4.NewValue","TargetResources.1.ModifiedProperties.4.OldValue","TargetResources.1.ModifiedProperties.4.AdditionalProperties","TargetResources.1.ModifiedProperties.5.DisplayName","TargetResources.1.ModifiedProperties.5.NewValue","TargetResources.1.ModifiedProperties.5.OldValue","TargetResources.1.ModifiedProperties.5.AdditionalProperties","TargetResources.1.ModifiedProperties.6.DisplayName","TargetResources.1.ModifiedProperties.6.NewValue","TargetResources.1.ModifiedProperties.6.OldValue","TargetResources.1.ModifiedProperties.6.AdditionalProperties","TargetResources.1.ModifiedProperties.7.DisplayName","TargetResources.1.ModifiedProperties.7.NewValue","TargetResources.1.ModifiedProperties.7.OldValue","TargetResources.1.ModifiedProperties.7.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2026-07-22 03:16:07","Update user","UserType","Member",,,,,,,,"UserManagement","f3a2b592-38e3-4804-8b2f-eb454562e76c","Directory_f3a2b592-38e3-4804-8b2f-eb454562e76c_L46E5_199155595",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"1edb547f-2eba-4be0-b325-fe5f8509aac4","Included Updated Properties","""""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:16:07","User registered all required security info","InitiatedBy","NotAgentic",,"PerformedBy","{""AppId"":""0000000c-0000-0000-c000-000000000000"",""AgentType"":0,""BlueprintId"":null}",,,,,"UserManagement","170084b3-23a8-4861-941e-fbf6171e105e","Authentication Methods_170084b3-23a8-4861-941e-fbf6171e105e_QPX2C_116915202",,,,,,,,,,,,"Nestor Wilke",,,"47.152.78.88","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered all required security info","Nestor Wilke",,"1edb547f-2eba-4be0-b325-fe5f8509aac4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:16:01","User registered security info","TransactionId","01873637-573f-2355-0b73-58c1e0e4c886",,"AuthenticationMethodType","AppCodeOnly",,"AuthenticationMethod","Authenticator App with Code",,"UserManagement","fb8e633a-ea03-4409-9d3f-db51377e1e4d","Authentication Methods_fb8e633a-ea03-4409-9d3f-db51377e1e4d_6XJ3F_116913567",,,,,,,,,,,,"Nestor Wilke",,,"47.152.78.88","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered Authenticator App with Code","Nestor Wilke",,"1edb547f-2eba-4be0-b325-fe5f8509aac4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:16:00","User registered security info","InitiatedFrom","Microsoft App Access Panel (0000000c-0000-0000-c000-000000000000)",,,,,,,,"UserManagement","f1d4daa5-cbc6-42ff-96ec-435824fa9537","Authentication Methods_f1d4daa5-cbc6-42ff-96ec-435824fa9537_1Z06W_100290047","0000000c-0000-0000-c000-000000000000","Microsoft App Access Panel",,,,,,,,,,"Nestor Wilke",,,"172.179.190.164","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","User registered security info","Nestor Wilke",,"1edb547f-2eba-4be0-b325-fe5f8509aac4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:16:00","Update user","UserType","Member",,,,,,,,"UserManagement","4e2cc759-bdd6-43d6-ab73-b9f5eb98ebcd","Directory_4e2cc759-bdd6-43d6-ab73-b9f5eb98ebcd_C4UV3_195102291",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"1edb547f-2eba-4be0-b325-fe5f8509aac4","Included Updated Properties","""""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:59","POST UserAuthMethod.SoftwareOathProofupRegistration",,,,,,,,,,"PolicyManagement","4aa12644-6adb-464c-a0b1-f7ee07985099","Authentication Methods_4aa12644-6adb-464c-a0b1-f7ee07985099_8YWR8_21484419",,,,,,,,,,,,"Nestor Wilke",,,"172.179.190.164",,"NestorW@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","NoContent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"2026-07-22 03:15:59","Update user","UserType","Member",,,,,,,,"UserManagement","2df81c87-b552-4323-852a-8cc74c68fd84","Directory_2df81c87-b552-4323-852a-8cc74c68fd84_486CD_46157113",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"1edb547f-2eba-4be0-b325-fe5f8509aac4","StrongAuthenticationMethod","[{""MethodType"":7,""Default"":true}]","[]",,"Included Updated Properties","""StrongAuthenticationMethod""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:59","Update user","UserType","Member",,,,,,,,"UserManagement","6d245c58-759f-4347-9c8f-88380da869ba","Directory_6d245c58-759f-4347-9c8f-88380da869ba_AHYIA_24117581",,"Azure MFA StrongAuthenticationService","bcf40703-6d7d-428e-9e5d-de41dc403927",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"1edb547f-2eba-4be0-b325-fe5f8509aac4","StrongAuthenticationPhoneAppDetail","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""dabdb06f-7ef4-42b2-8f20-6562bb7e59c5"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-22T03:15:58.8488459Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]","[]",,"Included Updated Properties","""StrongAuthenticationPhoneAppDetail""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:55","User started security info registration","TransactionId","01873637-573f-2355-0b73-58c1e0e4c886",,"AuthenticationMethodType","AppCodeOnly",,"AuthenticationMethod","Authenticator App with Code",,"UserManagement","46c34d6c-b84c-46be-8237-99d42058a2e7","Authentication Methods_46c34d6c-b84c-46be-8237-99d42058a2e7_K6O4Z_116911972",,,,,,,,,,,,"Nestor Wilke",,,"47.152.78.88","1edb547f-2eba-4be0-b325-fe5f8509aac4","NestorW@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User started the registration for Authenticator App with Code","Nestor Wilke",,"1edb547f-2eba-4be0-b325-fe5f8509aac4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","NestorW@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:09","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","2bb44464-5ab5-4c94-bb22-3fe24c64c9d4","Directory_2bb44464-5ab5-4c94-bb22-3fe24c64c9d4_3TYDQ_58677666",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K9C2Yl5N0jmQ4-k95Cs162n, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 7989d942-4837-43e6-8fa4-f790acd7ada7, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:15:09","Add app role assignment grant to user","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"UserManagement","2bb44464-5ab5-4c94-bb22-3fe24c64c9d4","Directory_2bb44464-5ab5-4c94-bb22-3fe24c64c9d4_3TYDQ_58677660",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","AppRole.Id","""00000000-0000-0000-0000-000000000000""",,,"AppRole.Value","""""",,,"AppRole.DisplayName","""""",,,"AppRoleAssignment.CreatedDateTime","""2026-07-22T03:15:08.9302104Z""",,,"AppRoleAssignment.LastModifiedDateTime","""2026-07-22T03:15:08.9302104Z""",,,"User.ObjectID","""7989d942-4837-43e6-8fa4-f790acd7ada7""",,,"User.UPN","""MiriamG@854jpt.onmicrosoft.com""",,,"ServicePrincipal",,,"",
"2026-07-22 03:15:08","Add delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","2bb44464-5ab5-4c94-bb22-3fe24c64c9d4","Directory_2bb44464-5ab5-4c94-bb22-3fe24c64c9d4_3TYDQ_58677615",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,,"DelegatedPermissionGrant.ConsentType","""Principal""",,,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:15:02","User registered security info","InitiatedFrom","Microsoft App Access Panel (0000000c-0000-0000-c000-000000000000)",,,,,,,,"UserManagement","d7a60efc-3cdc-4e71-925a-052545e532dc","Authentication Methods_d7a60efc-3cdc-4e71-925a-052545e532dc_JVP8Y_226892531","0000000c-0000-0000-c000-000000000000","Microsoft App Access Panel",,,,,,,,,,"Miriam Graham",,,"172.179.190.161","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","User registered security info","Miriam Graham",,"7989d942-4837-43e6-8fa4-f790acd7ada7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:02","Update user","UserType","Member",,,,,,,,"UserManagement","c32a359e-edd6-4acb-b9f5-83b0162db71d","Directory_c32a359e-edd6-4acb-b9f5-83b0162db71d_O3GIO_208875370",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"7989d942-4837-43e6-8fa4-f790acd7ada7","Included Updated Properties","""""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:15:02","User registered all required security info","InitiatedBy","NotAgentic",,"PerformedBy","{""AppId"":""0000000c-0000-0000-c000-000000000000"",""AgentType"":0,""BlueprintId"":null}",,,,,"UserManagement","b84548c4-7ad7-42e6-b69a-860a05ed64fb","Authentication Methods_b84548c4-7ad7-42e6-b69a-860a05ed64fb_PVA6K_114627512",,,,,,,,,,,,"Miriam Graham",,,"47.152.78.88","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered all required security info","Miriam Graham",,"7989d942-4837-43e6-8fa4-f790acd7ada7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:55","User registered security info","TransactionId","00665757-3f23-5508-b3b1-3cf6b8a73feb",,"AuthenticationMethodType","AppCodeOnly",,"AuthenticationMethod","Authenticator App with Code",,"UserManagement","f1a43277-cad3-4096-8fc7-9e8e5a484622","Authentication Methods_f1a43277-cad3-4096-8fc7-9e8e5a484622_0SUYR_117293029",,,,,,,,,,,,"Miriam Graham",,,"47.152.78.88","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered Authenticator App with Code","Miriam Graham",,"7989d942-4837-43e6-8fa4-f790acd7ada7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:54","User registered security info","InitiatedFrom","Microsoft App Access Panel (0000000c-0000-0000-c000-000000000000)",,,,,,,,"UserManagement","f057c496-8831-4a10-997d-021669dc596b","Authentication Methods_f057c496-8831-4a10-997d-021669dc596b_QMBBX_236016658","0000000c-0000-0000-c000-000000000000","Microsoft App Access Panel",,,,,,,,,,"Miriam Graham",,,"172.179.190.162","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","User registered security info","Miriam Graham",,"7989d942-4837-43e6-8fa4-f790acd7ada7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:54","Update user","UserType","Member",,,,,,,,"UserManagement","7ca5fe68-d50f-4621-8aa6-c84196a2e56f","Directory_7ca5fe68-d50f-4621-8aa6-c84196a2e56f_MBN6Z_185909137",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"7989d942-4837-43e6-8fa4-f790acd7ada7","Included Updated Properties","""""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:53","POST UserAuthMethod.SoftwareOathProofupRegistration",,,,,,,,,,"PolicyManagement","d5dcbde8-7a11-40e0-9de9-c8bb645dfeb6","Authentication Methods_d5dcbde8-7a11-40e0-9de9-c8bb645dfeb6_QT4VM_55928803",,,,,,,,,,,,"Miriam Graham",,,"172.179.190.162",,"MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","NoContent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",
"2026-07-22 03:14:53","Update user","UserType","Member",,,,,,,,"UserManagement","de24aeb7-251a-413d-8a1a-821c3a0ffc2a","Directory_de24aeb7-251a-413d-8a1a-821c3a0ffc2a_L46E5_199086821",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"7989d942-4837-43e6-8fa4-f790acd7ada7","StrongAuthenticationMethod","[{""MethodType"":7,""Default"":true}]","[]",,"Included Updated Properties","""StrongAuthenticationMethod""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:52","Update user","UserType","Member",,,,,,,,"UserManagement","26b43844-3607-4add-9a56-6ac32c119ec4","Directory_26b43844-3607-4add-9a56-6ac32c119ec4_AHYIA_24081899",,"Azure MFA StrongAuthenticationService","bcf40703-6d7d-428e-9e5d-de41dc403927",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"7989d942-4837-43e6-8fa4-f790acd7ada7","StrongAuthenticationPhoneAppDetail","[{""DeviceName"":""NO_DEVICE"",""DeviceToken"":""NO_DEVICE_TOKEN"",""DeviceTag"":""SoftwareTokenActivated"",""PhoneAppVersion"":""NO_PHONE_APP_VERSION"",""OathTokenTimeDrift"":0,""DeviceId"":""00000000-0000-0000-0000-000000000000"",""Id"":""8aa0c7b9-c749-4e18-b13d-d26c5dc942c3"",""TimeInterval"":0,""AuthenticationType"":2,""NotificationType"":1,""LastAuthenticatedTimestamp"":""2026-07-22T03:14:52.5204398Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":""hmacsha1"",""TenantDeviceId"":null,""SecuredPartitionId"":20355,""SecuredKeyId"":7}]","[]",,"Included Updated Properties","""StrongAuthenticationPhoneAppDetail""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:14:50","User started security info registration","TransactionId","00665757-3f23-5508-b3b1-3cf6b8a73feb",,"AuthenticationMethodType","AppCodeOnly",,"AuthenticationMethod","Authenticator App with Code",,"UserManagement","5585989a-d158-4542-967a-e0decb0fe697","Authentication Methods_5585989a-d158-4542-967a-e0decb0fe697_JBOQQ_114622513",,,,,,,,,,,,"Miriam Graham",,,"47.152.78.88","7989d942-4837-43e6-8fa4-f790acd7ada7","MiriamG@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User started the registration for Authenticator App with Code","Miriam Graham",,"7989d942-4837-43e6-8fa4-f790acd7ada7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MiriamG@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:13:58","Consent to application","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","3049e409-f902-4a1f-83fa-a1b7326e4b24","Directory_3049e409-f902-4a1f-83fa-a1b7326e4b24_6A2B8_52115567",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","ConsentContext.IsAdminConsent","""False""",,,"ConsentContext.IsAppOnly","""False""",,,"ConsentContext.OnBehalfOfAll","""False""",,,"ConsentContext.Tags","""WindowsAzureActiveDirectoryIntegratedApp""",,,"ConsentAction.Permissions","""[] => [[Id: c4i3Q4cKYkqDNyY2zMvf59tJKj_NxDBBly8w2CEO7K_VH09WWDnZTJY3dSC-H_qw, ClientId: 43b78873-0a87-4a62-8337-2636cccbdfe7, PrincipalId: 564f1fd5-3958-4cd9-9637-7520be1ffab0, ResourceId: 3f2a49db-c4cd-4130-972f-30d8210eecaf, ConsentType: Principal, Scope:  IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access, CreatedDateTime: , LastModifiedDateTime ]]; """,,,,,,,,,,,"ServicePrincipal",,,"",
"2026-07-22 03:13:58","Add app role assignment grant to user","User-Agent","EvoSTS",,"AppId","9e5f94bc-e8a4-4e73-b8be-63364c29d753",,"ServicePrincipalProvisioningType","Other",,"UserManagement","3049e409-f902-4a1f-83fa-a1b7326e4b24","Directory_3049e409-f902-4a1f-83fa-a1b7326e4b24_6A2B8_52115561",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Thunderbird",,"43b78873-0a87-4a62-8337-2636cccbdfe7","AppRole.Id","""00000000-0000-0000-0000-000000000000""",,,"AppRole.Value","""""",,,"AppRole.DisplayName","""""",,,"AppRoleAssignment.CreatedDateTime","""2026-07-22T03:13:58.2458262Z""",,,"AppRoleAssignment.LastModifiedDateTime","""2026-07-22T03:13:58.2458262Z""",,,"User.ObjectID","""564f1fd5-3958-4cd9-9637-7520be1ffab0""",,,"User.UPN","""MeganB@854jpt.onmicrosoft.com""",,,"ServicePrincipal",,,"",
"2026-07-22 03:13:58","Add delegated permission grant","User-Agent","EvoSTS",,"AppId","00000003-0000-0000-c000-000000000000",,"ServicePrincipalProvisioningType","Other",,"ApplicationManagement","3049e409-f902-4a1f-83fa-a1b7326e4b24","Directory_3049e409-f902-4a1f-83fa-a1b7326e4b24_6A2B8_52115540",,,,,,,,,,,,"Azure ESTS Service",,,"172.172.253.130","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Core Directory","Assign","success","","Microsoft Graph",,"3f2a49db-c4cd-4130-972f-30d8210eecaf","DelegatedPermissionGrant.Scope",""" IMAP.AccessAsUser.All POP.AccessAsUser.All SMTP.Send offline_access""",,,"DelegatedPermissionGrant.ConsentType","""Principal""",,,"ServicePrincipal.ObjectID","""43b78873-0a87-4a62-8337-2636cccbdfe7""",,,"ServicePrincipal.DisplayName",,,,"ServicePrincipal.AppId",,,,"ServicePrincipal.Name",,,,"TargetId.ServicePrincipalNames","""00000003-0000-0000-c000-000000000000/ags.windows.net;00000003-0000-0000-c000-000000000000;https://canary.graph.microsoft.com;https://graph.microsoft.com;https://ags.windows.net;https://graph.microsoft.us;https://graph.microsoft.com/;https://dod-graph.microsoft.us;https://canary.graph.microsoft.com/;https://graph.microsoft.us/;https://dod-graph.microsoft.us/""",,,"ServicePrincipal",,,"",
"2026-07-22 03:13:55","User registered security info","InitiatedFrom","Microsoft App Access Panel (0000000c-0000-0000-c000-000000000000)",,,,,,,,"UserManagement","6031a124-eaec-47e2-a60e-0cee0242ab23","Authentication Methods_6031a124-eaec-47e2-a60e-0cee0242ab23_AFOM7_199722859","0000000c-0000-0000-c000-000000000000","Microsoft App Access Panel",,,,,,,,,,"Megan Bowen",,,"172.179.190.171","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Authentication Methods","ServiceApi","success","User registered security info","Megan Bowen",,"564f1fd5-3958-4cd9-9637-7520be1ffab0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MeganB@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:13:55","Update user","UserType","Member",,,,,,,,"UserManagement","ed334778-f650-44a5-be59-b8ebdf641268","Directory_ed334778-f650-44a5-be59-b8ebdf641268_TZCSO_38086577",,"Azure Credential Configuration Endpoint Service","1dabf010-8219-468f-8d00-a969e5e23cda",,,,,,,,,,,,,,,,,"Core Directory","Update","success","",,,"564f1fd5-3958-4cd9-9637-7520be1ffab0","Included Updated Properties","""""",,,"TargetId.UserType","""Member""",,,,,,,,,,,,,,,,,,,,,,,"User","MeganB@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:13:55","User registered all required security info","InitiatedBy","NotAgentic",,"PerformedBy","{""AppId"":""0000000c-0000-0000-c000-000000000000"",""AgentType"":0,""BlueprintId"":null}",,,,,"UserManagement","03bfdfd2-ffd6-4e5d-b724-052df5ebc298","Authentication Methods_03bfdfd2-ffd6-4e5d-b724-052df5ebc298_HY1T1_116881765",,,,,,,,,,,,"Megan Bowen",,,"47.152.78.88","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered all required security info","Megan Bowen",,"564f1fd5-3958-4cd9-9637-7520be1ffab0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MeganB@854jpt.onmicrosoft.com",,"",
"2026-07-22 03:13:50","User registered security info","TransactionId","00877757-333f-2355-02ea-9c5eb40ce138",,"AuthenticationMethodType","AppCodeOnly",,"AuthenticationMethod","Authenticator App with Code",,"UserManagement","c0cd6079-1d88-4b5d-ae45-1e03e99fe8fb","Authentication Methods_c0cd6079-1d88-4b5d-ae45-1e03e99fe8fb_9YULZ_117276664",,,,,,,,,,,,"Megan Bowen",,,"47.152.78.88","564f1fd5-3958-4cd9-9637-7520be1ffab0","MeganB@854jpt.onmicrosoft.com",,,"Authentication Methods","Add","success","User registered Authenticator App with Code","Megan Bowen",,"564f1fd5-3958-4cd9-9637-7520be1ffab0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User","MeganB@854jpt.onmicrosoft.com",,"",
