"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","IPaddressFrequency","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"2025-12-17T16:31:06Z","2025-12-17","16:31:06","Admin","admin@consolidatedmsgr.microsoftonline.com","71.90.27.18","10","Bridgeport"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 21","00000006-0000-0ff1-ce00-000000000000","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","68","MFA requirement satisfied by claim in the token","","","","65f3ce88-1b8d-4bdd-8ea7-91cd2ae6e44a","none","f0KRKsX09EqXpvT_rUwZAA","none","none","unbound","1002","01d6d448-8124-4441-803d-ee8509e19072","US","Wisconsin","Platteville","Charter Communications LLC","Charter Communications LLC","","","AS20115","71.89.238.208-71.91.59.255","US","Wisconsin","Fitchburg","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","71.90.16.0/20","","","","","","","9","","","US","Wisconsin, Dane","Madison","Charter Communications","Spectrum","business","","",""
"2025-12-17T16:30:56Z","2025-12-17","16:30:56","Admin","admin@consolidatedmsgr.microsoftonline.com","71.90.27.18","10","Bridgeport"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","98","MFA requirement satisfied by claim in the token","","","","65f3ce88-1b8d-4bdd-8ea7-91cd2ae6e44a","none","vAIH52rcC0aQo2djEUwfAA","none","none","unbound","1002","bcc50691-3002-4422-85d2-5216b23816a4","US","Wisconsin","Platteville","Charter Communications LLC","Charter Communications LLC","","","AS20115","71.89.238.208-71.91.59.255","US","Wisconsin","Fitchburg","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","71.90.16.0/20","","","","","","","9","","","US","Wisconsin, Dane","Madison","Charter Communications","Spectrum","business","","",""
"2025-12-17T16:30:55Z","2025-12-17","16:30:55","Admin","admin@consolidatedmsgr.microsoftonline.com","71.90.27.18","10","Bridgeport"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","95","MFA requirement satisfied by claim in the token","","","","65f3ce88-1b8d-4bdd-8ea7-91cd2ae6e44a","none","91LKObsCXUa7rZLfXzYhAA","none","none","unbound","1002","bcc50691-3002-4422-85d2-5216b23816a4","US","Wisconsin","Platteville","Charter Communications LLC","Charter Communications LLC","","","AS20115","71.89.238.208-71.91.59.255","US","Wisconsin","Fitchburg","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","71.90.16.0/20","","","","","","","9","","","US","Wisconsin, Dane","Madison","Charter Communications","Spectrum","business","","",""
"2025-12-17T16:30:19Z","2025-12-17","16:30:19","Admin","admin@consolidatedmsgr.microsoftonline.com","71.90.27.18","10","Bridgeport"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 27","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Azure Joan4 Manager","27f79bd9-745a-4132-8401-c41915a23648","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","51","MFA requirement skipped due to remembered device","","","admin@consolidatedmsgr.microsoftonline.com","65f3ce88-1b8d-4bdd-8ea7-91cd2ae6e44a","none","iSXVrjf-IkuoJ0S32Q4eAA","none","none","unbound","1002","6983907d-52c3-4218-8342-6cd142066018","US","Wisconsin","Platteville","Charter Communications LLC","Charter Communications LLC","","","AS20115","71.89.238.208-71.91.59.255","US","Wisconsin","Fitchburg","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","71.90.16.0/20","","","","","","","9","","","US","Wisconsin, Dane","Madison","Charter Communications","Spectrum","business","","",""
"2025-12-17T16:30:17Z","2025-12-17","16:30:17","Reed2 Kevin6","jackson2@consolidatedmsgr.com","2a05:541:116:c8f:59a2:44ad:532f:ee3d","6","Oakdale"," Coastal Region"," US","Interrupted","50074","member","Myers3 authentication","Failure","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Strong Authentication is required.","Browser","","","","axios/1.13.2","FALSE","FALSE","","226","User needs to perform multi-factor authentication. There could be multiple things requiring multi-factor, e.g. Conditional Access policies, per-user enforcement, requested by client, among others.","","","jackson2@consolidatedmsgr.com","3462fc72-fd65-401d-83f5-6c59c7e5f912","none","poKi6haB9UyEOkcKcfDPAA","none","none","unbound","1002","40d313c6-fc00-409f-8604-d2ee59f10eee","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","2a05:541:116::-2a05:541:116:ffff:ffff:ffff:ffff:ffff","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","2a05:541:116::/48","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-17T16:30:10Z","2025-12-17","16:30:10","Admin","admin@consolidatedmsgr.microsoftonline.com","71.90.27.18","10","Bridgeport"," Highland Region"," US","Interrupted","50140","member","Myers3 authentication","Success","none","External Application 27","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Azure Joan4 Manager","27f79bd9-745a-4132-8401-c41915a23648","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","84","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","OATH ramirez2 code","'+X XXXXXXXX20","admin@consolidatedmsgr.microsoftonline.com","65f3ce88-1b8d-4bdd-8ea7-91cd2ae6e44a","none","OejAOBJYFkiRx80_h9kiAA","none","none","unbound","1002","6983907d-52c3-4218-8342-6cd142066018","US","Wisconsin","Platteville","Charter Communications LLC","Charter Communications LLC","","","AS20115","71.89.238.208-71.91.59.255","US","Wisconsin","Fitchburg","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","71.90.16.0/20","","","","","","","9","","","US","Wisconsin, Dane","Madison","Charter Communications","Spectrum","business","","",""
"2025-12-17T16:21:50Z","2025-12-17","16:21:50","Taylor2 Nicholas","bennett4@consolidatedmsgr.com","2601:603:1f7e:e3b5:129a:d04e:d8b9:d4c5","26","Stonebridge"," Lake District 2"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","f26b75bb-4389-4e85-84a7-3cc4b80076ae","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","72","MFA not required during Windows broker logon flow","","","","f4d24834-7ee7-4c4f-85d7-0cd63c411d66","none","qdpJyPM7ekCktEOrU2chAA","none","none","bound","","3fb4b9cd-c0ae-49ca-8258-e3f576750e91","US","Washington","Gig Harbor","""Comcast Cable Communications, LLC""","""Comcast Cable Communications, LLC""","","","AS7922","2601:601:513:370a::-2601:640:8000:c02f:ffff:ffff:ffff:ffff","US","Washington","Seattle","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","","0.0003 (Very Low)","7922","2601::/20","","","","","","","5","","","US","Washington, Pierce","Tacoma","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","residential","","",""
"2025-12-17T16:05:16Z","2025-12-17","16:05:16","Clark Myers2","gutierrez2@consolidatedmsgr.com","2600:1f18:5c9a:a468:8241:17f9:1526:6a4d","25","Kingsport"," West Province"," US","Success","","member","Myers3 authentication","Success","none","External Application 28","553c535d-5dbc-4251-8e9e-da00e5453e30","Samuel4 Stewart4","00000003-0000-0000-c000-000000000000","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","109","MFA requirement satisfied by claim in the token","","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","lRVP_-_SvUSwihY1DbIdAA","none","none","unbound","1002","50471b70-30ab-43bb-82bc-d5738dc94f75","US","Virginia","Ashburn","""Amazon.com, Inc.""","""Amazon.com, Inc.""","","","AS14618","2600:1f18::-2600:1f18:7fff:ffff:ffff:ffff:ffff:ffff","US","Virginia","Ashburn","Amazon.com, Inc.","Amazon.com, Inc.","""is_datacenter""","0.0049 (Low)","14618","2600:1f18:4000::/35","","","","","","","3","","","US","Virginia, Loudoun","Ashburn","Amazon.com, Inc.","Amazon Technologies Inc","hosting","","",""
"2025-12-17T16:00:34Z","2025-12-17","16:00:34","Clark Myers2","gutierrez2@consolidatedmsgr.com","2600:1f18:5c9a:a468:8241:17f9:1526:6a4d","25","Kingsport"," West Province"," US","Success","","member","Myers3 authentication","Success","none","External Application 9","de7d7402-70c8-4e5e-8a00-fa48659038c2","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","181","MFA requirement satisfied by claim in the token","","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","0lTGDw4d90utvG-RGrUJAA","none","none","unbound","1002","a51ff156-ec3f-4e93-88c0-f3afbda2ba19","US","Virginia","Ashburn","""Amazon.com, Inc.""","""Amazon.com, Inc.""","","","AS14618","2600:1f18::-2600:1f18:7fff:ffff:ffff:ffff:ffff:ffff","US","Virginia","Ashburn","Amazon.com, Inc.","Amazon.com, Inc.","""is_datacenter""","0.0049 (Low)","14618","2600:1f18:4000::/35","","","","","","","3","","","US","Virginia, Loudoun","Ashburn","Amazon.com, Inc.","Amazon Technologies Inc","hosting","","",""
"2025-12-17T16:00:03Z","2025-12-17","16:00:03","Clark Myers2","gutierrez2@consolidatedmsgr.com","2600:1f18:5c9a:a468:8241:17f9:1526:6a4d","25","Kingsport"," West Province"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","97","MFA requirement satisfied by claim in the token","","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","Net_jaqef0S2JZNPF_QIAA","none","none","unbound","1002","f6c0fb41-5f5d-453e-855c-9013f39e9159","US","Virginia","Ashburn","""Amazon.com, Inc.""","""Amazon.com, Inc.""","","","AS14618","2600:1f18::-2600:1f18:7fff:ffff:ffff:ffff:ffff:ffff","US","Virginia","Ashburn","Amazon.com, Inc.","Amazon.com, Inc.","""is_datacenter""","0.0049 (Low)","14618","2600:1f18:4000::/35","","","","","","","3","","","US","Virginia, Loudoun","Ashburn","Amazon.com, Inc.","Amazon Technologies Inc","hosting","","",""
"2025-12-17T16:00:03Z","2025-12-17","16:00:03","Clark Myers2","gutierrez2@consolidatedmsgr.com","2600:1f18:5c9a:a468:8241:17f9:1526:6a4d","25","Kingsport"," West Province"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","133","MFA requirement satisfied by claim in the token","","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","lxPxs9UqhEmsFRZGe-wbAA","none","none","unbound","1002","f6c0fb41-5f5d-453e-855c-9013f39e9159","US","Virginia","Ashburn","""Amazon.com, Inc.""","""Amazon.com, Inc.""","","","AS14618","2600:1f18::-2600:1f18:7fff:ffff:ffff:ffff:ffff:ffff","US","Virginia","Ashburn","Amazon.com, Inc.","Amazon.com, Inc.","""is_datacenter""","0.0049 (Low)","14618","2600:1f18:4000::/35","","","","","","","3","","","US","Virginia, Loudoun","Ashburn","Amazon.com, Inc.","Amazon Technologies Inc","hosting","","",""
"2025-12-17T15:54:17Z","2025-12-17","15:54:17","Clark Myers2","gutierrez2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","primaryRefreshToken","External Application 9","de7d7402-70c8-4e5e-8a00-fa48659038c2","Richardson2 365 Exchange Cruz2","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","54bc0b42-d869-4e81-8371-f0a7a9dbe3a0","Edge 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206","FALSE","FALSE","Azure AD registered","152","MFA requirement satisfied by claim in the token","","","","c043af6f-8fc9-4b37-87c0-bc1f15a894f2","none","pzcoJir5IUGy8Wg1XAckAA","none","none","bound","","f5774465-4c08-433d-8b04-69b973810965","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T15:54:14Z","2025-12-17","15:54:14","Clark Myers2","gutierrez2@consolidatedmsgr.com","2a05:541:116:c8f:59a2:44ad:532f:ee3d","6","Oakdale"," Coastal Region"," US","Success","","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","","","axios/1.13.2","FALSE","FALSE","","87","MFA requirement satisfied by claim in the token","","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","uIGJS8GMlECAsU0eS6UeAA","none","none","unbound","1002","97b7cd36-7696-4ab7-8a83-f66a2e70700c","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","2a05:541:116::-2a05:541:116:ffff:ffff:ffff:ffff:ffff","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","2a05:541:116::/48","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-17T15:54:13Z","2025-12-17","15:54:13","Clark Myers2","gutierrez2@consolidatedmsgr.com","2a05:541:116:c8f:59a2:44ad:532f:ee3d","6","Oakdale"," Coastal Region"," US","Interrupted","50140","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","","","axios/1.13.2","FALSE","FALSE","","92","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","OATH ramirez2 code","","","6221db44-b1b2-4f77-8b47-77bff877410b","none","nlDkpT3DT0ixtAu4PaRLAA","none","none","unbound","1002","97b7cd36-7696-4ab7-8a83-f66a2e70700c","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","2a05:541:116::-2a05:541:116:ffff:ffff:ffff:ffff:ffff","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","2a05:541:116::/48","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-17T14:08:27Z","2025-12-17","14:08:27","Kathleen2 Green2","kenneth2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","57d07dbd-3932-41e7-88f7-13361f1df050","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","71","MFA not required during Windows broker logon flow","","","","e79daa58-6ab4-4b33-8f09-d5e5b28c88a2","none","C95ZfPMAF0mGzQ_7P40VAA","none","none","bound","","6134912f-d454-42d4-83c2-c210dd96d53f","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T14:08:05Z","2025-12-17","14:08:05","Jonathan6 Charles2","jackson3@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","ece307fe-abb1-4c66-85f8-749d0c5df6e1","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","68","MFA requirement satisfied by claim in the token","","","","b472e24e-4e60-4e0f-8498-992737e1f909","none","5M1uJoMzLEmio7glT9gSAA","none","none","bound","","5db52b99-f78a-48f0-8c80-1e4b70d392c6","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-17T13:00:20Z","2025-12-17","13:00:20","Ortiz Roberts4","aaron@consolidatedmsgr.com","70.97.229.236","13","Millbrook"," Valley District"," US","Failure","50057","member","Single-factor authentication","Not Applied","none","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","The user account is disabled.","Mobile Apps and Desktop clients","b6e471b4-830e-4a6a-84ce-40335fe968b1","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","62","https://learn.microsoft.com/troubleshoot/azure/entra/entra-id/app-ronald2/error-code-aadsts50057-user-account-is-disabled","","","","","none","fbdujjrWdEqyNQBsYz4WAA","none","none","unbound","","196089bf-3d7a-495c-8851-7f89a9b561c4","US","Minnesota","Prior Lake","Nuvera","Nuvera","","","AS23465","70.97.209.87-70.97.236.165","US","Minnesota","Prior Lake","Nuvera","Nuvera","","0.0003 (Very Low)","23465","70.97.192.0/18","","","","","","","7","","","US","Minnesota, Scott","Shakopee","Nuvera","Nuvera","business","","",""
"2025-12-17T12:13:51Z","2025-12-17","12:13:51","Johnson Benjamin2","rachel@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","bbf82652-6dbe-464c-8c29-484ca91e23a5","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","99","MFA not required during Windows broker logon flow","","","","6cb451c8-1ab3-4ac7-82bd-e015a1183d0d","none","P20D2e2ZF0muYDM8b0MWAA","none","none","bound","","c1e07c0d-ab69-46c2-8d83-8d4c0a840d6b","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
"2025-12-16T23:28:47Z","2025-12-16","23:28:47","Clark Myers2","gutierrez2@consolidatedmsgr.com","212.18.104.119","1","Oakdale"," Coastal Region"," US","Failure","50133","member","Myers3 authentication","Success","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","The session is not valid due to password expiration or recent password white.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","97","Expected - jennifer codes, refresh tokens, and sessions expire over time or are revoked by the user or an admin. The app will request a new login from the user.","","","","2121c450-31b2-4574-832e-d3de28f2ecfa","none","l_jFmcK8g0Wkn90gZHEGAA","none","none","unbound","1002","9e18a6ed-f931-4f90-84df-7c3485983484","US","Arizona","Phoenix","Global Connectivity Solutions Llp","Global Connectivity Solutions Llp","","","AS215540","212.18.104.0-212.18.104.255","US","Arizona","Phoenix","GLOBAL CONNECTIVITY SOLUTIONS LLP","GLOBAL CONNECTIVITY SOLUTIONS LLP","""is_datacenter""","0.0835 (High)","215540","212.18.104.0/24","","","","","","","20","","","US","Arizona, Maricopa","Phoenix","Global Connectivity Solutions LLP","Global Connectivity Solutions LLP","business","","",""
"2025-12-16T21:38:39Z","2025-12-16","21:38:39","Taylor2 Nicholas","bennett4@consolidatedmsgr.com","2601:603:1f7e:e3b5:129a:d04e:d8b9:d4c5","26","Stonebridge"," Lake District 2"," US","Success","","member","Myers3 authentication","Not Applied","primaryRefreshToken","Windows Sign In","38aa3b87-a06d-4817-b275-7a316988d93b","Bailey5 Stewart Joan Garcia","00000002-0000-0000-c000-000000000000","Other.","Mobile Apps and Desktop clients","f26b75bb-4389-4e85-84a7-3cc4b80076ae","","Windows","Windows-AzureAD-Authentication-Edwards2/1.0","FALSE","FALSE","Hybrid Azure AD joined","80","MFA not required during Windows broker logon flow","","","","f4d24834-7ee7-4c4f-85d7-0cd63c411d66","none","m1fQPkzuvUOmz1yw6zUKAA","none","none","bound","","1651e338-5cee-4eaf-8cc4-01f5c747547e","US","Washington","Gig Harbor","""Comcast Cable Communications, LLC""","""Comcast Cable Communications, LLC""","","","AS7922","2601:601:513:370a::-2601:640:8000:c02f:ffff:ffff:ffff:ffff","US","Washington","Seattle","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","","0.0003 (Very Low)","7922","2601::/20","","","","","","","5","","","US","Washington, Pierce","Tacoma","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","residential","","",""
"2025-12-16T17:09:23Z","2025-12-16","17:09:23","Reed2 Kevin6","jackson2@consolidatedmsgr.com","24.197.212.122","69","Garrison 1"," Highland Region"," US","Success","","member","Myers3 authentication","Success","none","External Application 23","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","Office 365 Exchange Victoria3","b7db8e9e-df0e-40dd-8825-ed86989d9a89","Other.","Browser","","Chrome 142.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36","FALSE","FALSE","","88","MFA requirement skipped due to remembered device","","","","41773914-361b-4fa5-82c6-a6173b2b3f83","none","'-tBjMfwqLke-sAg2AEzwAA","none","none","unbound","1002","e8d0619b-ae30-449f-8aa7-5958cd33523d","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","","AS20115","24.197.192.150-24.197.255.255","US","Wisconsin","Mazomanie","Charter Communications LLC","Charter Communications LLC","","0.0004 (Very Low)","20115","24.197.208.0/20","","","","","","","9","","","US","Wisconsin, Dane","Mazomanie","Charter Communications","Spectrum","business","","",""
