"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID","IP_Country_geolite2local","IP_Region_geolite2local","IP_City_geolite2local","IP_ISP_geolite2local","IP_Org_geolite2local","IP_Type_geolite2local","IP_Score_geolite2local","IP_ASN_geolite2local","IP_Range_geolite2local","IP_Country_ipapiis","IP_Region_ipapiis","IP_City_ipapiis","IP_ISP_ipapiis","IP_Org_ipapiis","IP_Type_ipapiis","IP_Score_ipapiis","IP_ASN_ipapiis","IP_Range_ipapiis","IP_Country_scamalytics","IP_Region_scamalytics","IP_City_scamalytics","IP_ISP_scamalytics","IP_Org_scamalytics","IP_Type_scamalytics","IP_Score_scamalytics","IP_ASN_scamalytics","IP_Range_scamalytics","IP_Country_findipnet","IP_Region_findipnet","IP_City_findipnet","IP_ISP_findipnet","IP_Org_findipnet","IP_Type_findipnet","IP_Score_findipnet","IP_ASN_findipnet","IP_Range_findipnet"
"2025-11-30T14:37:47Z","2025-11-30","14:37:47","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","127","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","wqZr2i2Nvk-ff1vesO4pAA","none","none","unbound","1002","a85c9ecf-9098-47b1-8bde-05fdbf6279b1","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:37:46Z","2025-11-30","14:37:46","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","83","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","noJcLqneNki92qSEz3UkAA","none","none","unbound","1002","a85c9ecf-9098-47b1-8bde-05fdbf6279b1","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:37:27Z","2025-11-30","14:37:27","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","111","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","52Mua87mwU65JrIO70hbAA","none","none","unbound","1002","04d2c065-8d16-47f2-88a0-ee96ca18f247","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:37:19Z","2025-11-30","14:37:19","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","82","","","","","6160d0eb-f299-4637-8741-97647c1d2139","none","dpB8u_XC8Ui2shkvwdV3AA","none","none","unbound","1002","96a05c10-86e1-4d2b-81da-663831f9cf30","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:37:16Z","2025-11-30","14:37:16","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Success","","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Other.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","85","","","","mark@proseware.com","6160d0eb-f299-4637-8741-97647c1d2139","none","noJcLqneNki92qSE0m8kAA","none","none","unbound","1002","96a05c10-86e1-4d2b-81da-663831f9cf30","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T14:37:12Z","2025-11-30","14:37:12","King Young","mark@proseware.com","84.239.27.17","Westbrook"," South Province 2"," US","Interrupted","50140","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Firefox 144.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0","FALSE","FALSE","","373","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further perez2 easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","mark@proseware.com","6160d0eb-f299-4637-8741-97647c1d2139","none","dds4m2aBq02o8R4Fh8liAA","none","none","unbound","1002","96a05c10-86e1-4d2b-81da-663831f9cf30","US","Wisconsin","Milwaukee","Datacamp Limited","Datacamp Limited","","","AS212238","84.239.27.0-84.239.28.255","US","Wisconsin","Milwaukee","Datacamp Limited","INVITE Systems SRL","""is_datacenter""","0.0269 (Elevated)","212238","84.239.27.0/24","","","","","","","0","","","US","Wisconsin, Milwaukee","Milwaukee","Datacamp Limited","","hosting","","",""
"2025-11-30T10:45:24Z","2025-11-30","10:45:24","jimenez","jimenez@proseware.com","191.241.168.69","Maplewood 1"," Coastal Region 3"," BR","Failure","50053","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","219","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only john2 error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-ross3/howto-joshua-ross3-remediate-unblock","","","jimenez@proseware.com","","none","jfB-n_iYAEKjrKAravtmAA","none","none","unbound","","a36e467a-fc29-49d4-8d37-c075d0cca419","BR","Sao Paulo","Santa Barbara d'Oeste","NETWEB TELECOM LTDA","NETWEB TELECOM LTDA","","","AS263675","191.241.168.0-191.241.175.255","BR","S?o Paulo","Santa B?rbara d'Oeste","NETWEB TELECOM LTDA","NETWEB TELECOM LTDA","","0.0021 (Low)","263675","191.241.168.0/24","","","","","","","0","","","BR","S?o Paulo, Santa B?rbara d'Oeste","Santa B?rbara d'Oeste","Jair Aparecido Casarotte - EPP","Netweb Telecom Ltda","business","","",""
"2025-11-30T09:33:32Z","2025-11-30","09:33:32","Jerry Justin2","ramos@proseware.com","183.80.40.211","Bridgeport"," South Province 1"," VN","Failure","50053","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Sign-in was blocked because it came from an IP address with malicious activity","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","218","","","","ramos@proseware.com","","none","Exnzubxg3E2jNlxUqGFVAA","none","none","unbound","","73235d42-3750-4a3b-863a-e869e4efcf38","VN","Ho Chi Minh","Ho Chi Minh City","FPT Telecom Company","FPT Telecom Company","","","AS18403","183.80.0.0-183.81.127.255","VN","Phu Tho","Viet Tri","FPT Telecom Company","FPT Telecom","","0.0013 (Low)","18403","183.80.40.0/24","","","","","","","1","","","VN","Phu Tho, Huy?n Thanh Thu?","Thanh Th?y","Vietnam Internet Network Information Center","","business","","",""
"2025-11-30T08:46:09Z","2025-11-30","08:46:09","Jerry Cox3","thomas@proseware.com","104.234.1.155","Ashford"," Lowland Region"," NL","Failure","50126","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Error validating credentials due to invalid username or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","368","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","thomas@proseware.com","","none","gtvz9KFJcE-fwt97OurHAA","none","none","unbound","","4d0c7137-30b5-4a1f-8e70-171733135174","CA","","","Code Asset Ltd","Code Asset Ltd","","","AS205489","104.234.1.0-104.234.1.255","NL","North Holland","Amsterdam","CODE ASSET LTD","Rack400","""is_datacenter""","0.0129 (Elevated)","205489","104.234.1.0/24","","","","","","","0","","","NL","North Holland, Gemeente Amsterdam","Amsterdam (Westpoort)","Code Asset LTD","Rack400","hosting","","",""
"2025-11-30T00:13:08Z","2025-11-30","00:13:08","jimenez","jimenez@proseware.com","103.124.139.247","Cedarville"," Central Province 1"," ID","Failure","50053","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","229","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only john2 error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-ross3/howto-joshua-ross3-remediate-unblock","","","jimenez@proseware.com","","none","yBqBfEaRpE-SI6lkSz0KAA","none","none","unbound","","a4475a13-0e0c-40b0-8d2d-c1dd8c509876","ID","","","PT.Global Media Data Prima","PT.Global Media Data Prima","","","AS138089","103.124.136.0-103.124.139.255","ID","Central Java","Semarang","PT.Global Media Data Prima","PT.Global Media Data Prima","","0.0606 (High)","138089","103.124.138.0/23","","","","","","","0","","","ID","West Java, Bandung Regency","Margahayukencana","Global Media Data Prima","","business","","",""
"2025-11-30T00:13:01Z","2025-11-30","00:13:01","jimenez","jimenez@proseware.com","202.79.35.12","Brookfield"," Lowland Region 2"," NP","Failure","50126","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Error validating credentials due to invalid username or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","667","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","jimenez@proseware.com","","none","tOQ_AccrnEqRKW1tqmsFAA","none","none","unbound","","e691d1df-f5f9-46ff-841d-dcfeb7a94681","NP","Bagmati Province","Kathmandu","WorldLink Communications Pvt Ltd","WorldLink Communications Pvt Ltd","","","AS17501","202.79.32.0-202.79.63.255","NP","Bagmati Province","Kathmandu","WorldLink Communications","fiber subnet","""is_proxy"",""is_abuser""","0.0068 (Low)","17501","202.79.32.0/20","","","","","","","2","","","NP","Bagmati Province, Kathmandu","Kathmandu","WorldLink Communications","","residential","","",""
"2025-11-29T19:04:14Z","2025-11-29","19:04:14","Edward2 Aaron2","morales2@proseware.com","2600:1004:b036:7e46:b25e:2e5d:5c06:ae9","Elmwood"," Valley District"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Safari 18.6","MacOs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15","FALSE","FALSE","","167","","","","","ee71392c-2499-4c19-8a12-b841ba6b9e25","none","0BqkRnqlT0-2kSqXznkdAA","none","none","unbound","1002","18fb3564-8f54-46c9-86dd-3ab481cceb76","US","North Carolina","Charlotte","Verizon Business","Verizon Business","","","AS6167","2600:1004:b000::-2600:1004:b0ef:ffff:ffff:ffff:ffff:ffff","US","North Carolina","Charlotte","Verizon Business","Verizon Business","""is_mobile""","0.0001 (Very Low)","6167","2600:1004:b030::/44","","","","","","","4","","","US","North Carolina, Johnston","Smithfield","Verizon Business","Verizon Business","cellular","","",""
"2025-11-29T19:04:14Z","2025-11-29","19:04:14","Edward2 Aaron2","morales2@proseware.com","2600:1004:b036:7e46:b25e:2e5d:5c06:ae9","Elmwood"," Valley District"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Safari 18.6","MacOs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15","FALSE","FALSE","","89","","","","","ee71392c-2499-4c19-8a12-b841ba6b9e25","none","n-G7-b8qR0CnPBsETYdSAA","none","none","unbound","1002","18fb3564-8f54-46c9-86dd-3ab481cceb76","US","North Carolina","Charlotte","Verizon Business","Verizon Business","","","AS6167","2600:1004:b000::-2600:1004:b0ef:ffff:ffff:ffff:ffff:ffff","US","North Carolina","Charlotte","Verizon Business","Verizon Business","""is_mobile""","0.0001 (Very Low)","6167","2600:1004:b030::/44","","","","","","","4","","","US","North Carolina, Johnston","Smithfield","Verizon Business","Verizon Business","cellular","","",""
"2025-11-29T14:46:42Z","2025-11-29","14:46:42","Edward2 Aaron2","morales2@proseware.com","2600:1004:b00f:6f1f:8e6f:8809:c2b9:8843","Junction"," Valley District"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Safari 18.6","MacOs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15","FALSE","FALSE","","62","","","","","ee71392c-2499-4c19-8a12-b841ba6b9e25","none","EdeEDIGL8ki7GRXi-ihFAA","none","none","unbound","1002","06ce6ad6-4f03-4a1a-8542-4351e1838e97","US","South Carolina","Columbia","Verizon Business","Verizon Business","","","AS6167","2600:1004:b000::-2600:1004:b0ef:ffff:ffff:ffff:ffff:ffff","US","North Carolina","Charlotte","Verizon Business","Verizon Business","""is_mobile""","0.0001 (Very Low)","6167","2600:1004:b000::/44","","","","","","","4","","","US","North Carolina, Guilford","Greensboro","Verizon Business","Verizon Business","cellular","","",""
"2025-11-29T13:33:21Z","2025-11-29","13:33:21","jimenez","jimenez@proseware.com","164.92.93.205","Sutton"," South Province"," US","Failure","50126","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","Error validating credentials due to invalid username or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","225","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","jimenez@proseware.com","","none","ipWCXitHvEClOuWtnmJKAA","none","none","unbound","","3b06776a-df15-4238-8840-653299dfef65","US","California","Santa Clara","""DigitalOcean, LLC""","""DigitalOcean, LLC""","","","AS14061","164.92.64.0-164.92.255.255","US","California","Santa Clara","DigitalOcean, LLC","DigitalOcean, LLC","""is_datacenter""","0.0712 (High)","14061","164.92.64.0/19","","","","","","","55","","","US","California, Santa Clara","Santa Clara","DigitalOcean, LLC","DigitalOcean, LLC","hosting","","",""
"2025-11-29T13:25:18Z","2025-11-29","13:25:18","Jerry Cox3","thomas@proseware.com","109.69.211.251","Newbury 2"," North Province 2"," CZ","Failure","50053","member","Single-factor authentication","Not Applied","none","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Browser","","Firefox 116.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0","FALSE","FALSE","","251","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only john2 error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://learn.microsoft.com/entra/id-ross3/howto-joshua-ross3-remediate-unblock","","","thomas@proseware.com","","none","wQrf4d_KcUK_JGCKLwFCAA","none","none","unbound","","945ea685-75d2-4d84-838b-fe2cb578e56f","CZ","Olomouc Region, Prerov District","Prerov","LAN servis s.r.o.","LAN servis s.r.o.","","","AS196815","109.69.208.0-109.69.215.255","CZ","Olomouc Region","P?erov","LAN servis s.r.o.","LAN servis s.r.o.","","0.0078 (Low)","196815","109.69.208.0/21","","","","","","","0","","","CZ","Olomouck?, P?erov District","P?erov (M?sto)","LAN servis s.r.o","LANservis s.r.o","business","","",""
"2025-11-29T11:08:52Z","2025-11-29","11:08:52","Clifford Stoll","cstoll@proseware.com","128.32.112.24","Glenwood 1"," Highland Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","SMTP","","","","BAV2ROPC","FALSE","FALSE","","137","","","","cstoll@proseware.com","fe7d2af5-87f9-45bd-8e16-92e1821ca3f4","ropc","rn2HkDS5XEGe4-teMQk_AA","none","clientAssertion","unbound","1002","b0b2128a-3691-4c4e-8922-da67015f24b1","US","California","Berkeley","University of California, Berkeley","University of California, Berkeley","","","AS25","128.32.0.0/16","US","California","Berkeley","University of California, Berkeley","UC Berkeley","","0.0003 (Very Low)","25","128.32.0.0/16","","","","","","","0","","","US","California","Berkeley","University of California, Berkeley","UC Berkeley","education","","25","128.32.0.0/16"
"2025-11-29T00:24:32Z","2025-11-29","00:24:32","Michelle Anthony","tyler@proseware.com","2601:742:201:b7ee:3f13:42a0:3f10:9217","Glenwood"," South Province 5"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","af94ed87-3765-4eb9-8c82-0603951dc9f3","Chrome 141.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.176 Safari/537.36","FALSE","FALSE","Azure AD registered","594","","","","","4a53ef90-157a-4fec-884e-5632198953f8","none","luZF6AIDXU634bgS8b4rAA","none","none","bound","","a0780c29-9227-445b-8d79-44c08f43fcc5","US","South Carolina","Ladson","""Comcast Cable Communications, LLC""","""Comcast Cable Communications, LLC""","","","AS7922","2601:681:8e81:4791::-2601:780:4300:67f:ffff:ffff:ffff:ffff","US","South Carolina","Summerville","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","","0.0003 (Very Low)","7922","2601::/20","","","","","","","5","","","US","South Carolina, Dorchester","Summerville","Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","residential","","",""
"2025-11-28T22:32:56Z","2025-11-28","22:32:56","Cox Ortiz2","ward@proseware.com","73.183.74.168","Ironwood 1"," Lowland Region 1"," US","Failure","50053","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Sign-in was blocked because it came from an IP address with malicious activity","SMTP","","","","BAV2ROPC","FALSE","FALSE","","99","","","","ward@proseware.com","","none","X4SiBY-1vUGw14PAL1EvAA","none","clientAssertion","unbound","","a324d6e1-a918-465b-8af3-5f0bd09349a6","US","West Virginia","Grafton","""Comcast Cable Communications, LLC""","""Comcast Cable Communications, LLC""","","","AS7922","73.182.199.129-73.183.236.89","US","Pennsylvania","Blairsville","Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","","0.0003 (Very Low)","7922","73.0.0.0/8","","","","","","","16","","","US","Pennsylvania, Indiana","Blairsville","Comcast Cable Communications","Comcast IP Services, L.L.C.","residential","","",""
"2025-11-28T20:16:10Z","2025-11-28","20:16:10","Cox Ortiz2","ward@proseware.com","109.233.212.31","Fairhaven"," Central Province"," RU","Failure","50126","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Error validating credentials due to invalid username or password.","SMTP","","","","BAV2ROPC","FALSE","FALSE","","59","The user didn't enter the right credentials. ?It's expected to see some number of these errors in your logs due to users making mistakes.","","","ward@proseware.com","","none","JfpZA1aG5Ei86TuotqUqAA","none","clientAssertion","unbound","","53c9344f-b4ff-4248-843f-1fa0c2d618cf","RU","","","OOO BENET","OOO BENET","","","AS50367","109.233.208.0-109.233.215.255","RU","Chelyabinsk","Chelyabinsk","OOO BENET","Russian Federation","","0.0046 (Low)","50367","109.233.208.0/21","","","","","","","0","","","RU","Chelyabinsk, Gorod Chelyabinsk","Chelyabinsk","OOO BENET","","business","","",""
"2025-11-28T15:57:18Z","2025-11-28","15:57:18","Clifford Stoll","cstoll@proseware.com","128.32.112.24","Clearwater 1"," South Province 5"," US","Success","","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","SMTP","","","","BAV2ROPC","FALSE","FALSE","","103","","","","cstoll@proseware.com","b64677ab-33b0-407c-8c56-be4e4d1927a5","ropc","sCmRiMicb0OXawLoiy4MAA","none","clientAssertion","unbound","1002","f5c9b383-968a-4df9-8173-02d17e008197","US","California","Berkeley","University of California, Berkeley","University of California, Berkeley","","","AS25","128.32.0.0/16","US","California","Berkeley","University of California, Berkeley","UC Berkeley","","0.0003 (Very Low)","25","128.32.0.0/16","","","","","","","0","","","US","California","Berkeley","University of California, Berkeley","UC Berkeley","education","","25","128.32.0.0/16"
"2025-11-28T14:55:18Z","2025-11-28","14:55:18","Clifford Stoll","cstoll@proseware.com","128.32.112.24","Glenwood 1"," Highland Region"," US","Success","","member","Single-factor authentication","Not Applied","none","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","SMTP","","","","BAV2ROPC","FALSE","FALSE","","174","","","","cstoll@proseware.com","ef492e3e-f4d2-4464-8ff5-92a272378c7a","ropc","8zLGtG5YakyOGk2DydEaAA","none","clientAssertion","unbound","1002","c4a14823-6974-4e56-8bc5-0e2ed42fc0c3","US","California","Berkeley","University of California, Berkeley","University of California, Berkeley","","","AS25","128.32.0.0/16","US","California","Berkeley","University of California, Berkeley","UC Berkeley","","0.0003 (Very Low)","25","128.32.0.0/16","","","","","","","0","","","US","California","Berkeley","University of California, Berkeley","UC Berkeley","education","","25","128.32.0.0/16"
"2025-11-28T12:44:22Z","2025-11-28","12:44:22","Edward2 Aaron2","morales2@proseware.com","73.180.117.81","Newbury"," South Province 5"," US","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","89a3c347-cde1-43f5-8699-daa820092d58","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Safari 18.6","MacOs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15","FALSE","FALSE","","125","","","","","ee71392c-2499-4c19-8a12-b841ba6b9e25","none","P5OB623-gUSntA6Co2oTAA","none","none","unbound","1002","84a7e15c-4b95-4f80-88c6-639030a5477f","US","South Carolina","Johns Island","""Comcast Cable Communications, LLC""","""Comcast Cable Communications, LLC""","","","AS7922","73.178.240.147-73.180.152.7","US","South Carolina","Charleston","Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","","0.0003 (Very Low)","7922","73.0.0.0/8","","","","","","","16","","","US","South Carolina, Charleston","Mt. Pleasant","Comcast Cable Communications","Comcast IP Services, L.L.C.","residential","","",""
