"Date","ActorUserPrincipalName","IPAddress","UserAgent","Activity","Result","Target1UserPrincipalName","Target1ModifiedProperty1Name","Service","Category","ResultReason","ActorType","ActorDisplayName","Target1Type","Target1DisplayName","Target1ModifiedProperty1OldValue","Target1ModifiedProperty1NewValue","Target1ModifiedProperty2Name","Target1ModifiedProperty2OldValue","Target1ModifiedProperty2NewValue","Target1ModifiedProperty3Name","Target1ModifiedProperty3OldValue","Target1ModifiedProperty3NewValue","Target1ModifiedProperty4Name","Target1ModifiedProperty4OldValue","Target1ModifiedProperty4NewValue","Target1ModifiedProperty5Name","Target1ModifiedProperty5OldValue","Target1ModifiedProperty5NewValue","AdditionalDetail1Key","AdditionalDetail1Value"
"2025-09-28T14:59:53.9261134Z","sandoval42@contoso.com","52.171.195.33","","Add service principal","Success","","AccountEnabled","Core Directory","ApplicationManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Stephanie25 Deborah15 Timothy37","[]","[true]","AppAddress","[]","[{""AddressType"":0,""Address"":""https://manage.External Vendor 6.com/products/oauth2/redirect"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://stephanie25-deborah15-qa.cruz29537.example/products/oauth2/redirect"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://localhost:3000/products/oauth2/redirect"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://127.0.0.1:3000/products/oauth2/redirect"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://localhost:7258/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","AppPrincipalId","[]","[""59387638-8e43-4429-895a-3dbcfbef6ca1""]","DisplayName","[]","[""Stephanie25 Deborah15 Timothy37""]","ServicePrincipalName","[]","[""59387638-8e43-4429-895a-3dbcfbef6ca1""]","AppId","59387638-8e43-4429-895a-3dbcfbef6ca1"
"2025-09-28T14:56:08.2696703Z","sandoval42@contoso.com","40.90.243.165","","Add member to role","Success","","Role.ObjectID","Core Directory","RoleManagement","","User","","ServicePrincipal","Stephanie25_Deborah15_Ward32","","""29957e3a-6984-4574-810b-f7c1ae3fdcfd""","Role.DisplayName","","""User Administrator""","Role.TemplateId","","""9c77d091-44bc-42bf-8753-a5900f7c68d6""","Role.WellKnownObjectName","","""UserAccountAdmins""","TargetId.ServicePrincipalNames","","""57e19440-540f-48ba-81fe-940c487feb98""","57e19440-540f-48ba-81fe-940c487feb98",""
"2025-09-28T14:56:07.2753156Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""ce3f2f08-121a-46ff-8806-1fb61dd3aa70""","AppRole.Value","","""User.ManageIdentities.All""","AppRole.DisplayName","","""Manage all users' identities""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9383169Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9383169Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.1115795Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""2alexander1486f6-218e-4f08-807d-e5c1138e5a86""","AppRole.Value","","""User.ReadWrite.All""","AppRole.DisplayName","","""Read and write all users' full profiles""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9425872Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9425872Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.0959319Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""6bb447db-c75c-4ea7-8d01-cb619707bdc3""","AppRole.Value","","""Application.ReadWrite.All""","AppRole.DisplayName","","""Read and write all applications""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9439316Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9439316Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.0930182Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""becffab3-4e43-4038-8414-d04672a81c4d""","AppRole.Value","","""RoleManagement.ReadWrite.Directory""","AppRole.DisplayName","","""Read and write all directory COOK31 cooper28""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9340182Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9340182Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.080401Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""2361ed29-8fe1-4c2b-8acc-ef7827d8356b""","AppRole.Value","","""AppRoleAssignment.ReadWrite.All""","AppRole.DisplayName","","""Manage app permission grants and app role phillips15""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9274051Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9274051Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.0587301Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""cf63f509-09b9-436b-8034-1f7b0359c71c""","AppRole.Value","","""User.EnableDisableAccount.All""","AppRole.DisplayName","","""Enable and disable user accounts""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9407328Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9407328Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.0445543Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""194d41b1-bb31-4aac-8e88-66475bfc537e""","AppRole.Value","","""UserAuthenticationMethod.ReadWrite.All""","AppRole.DisplayName","","""Read and write all users' authentication methods ""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9265568Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9265568Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:07.0428368Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""1031b22c-e2fa-4309-8cf2-00bc602ea467""","AppRole.Value","","""User-PasswordProfile.ReadWrite.All""","AppRole.DisplayName","","""Read and write all password profiles and Reset user passwords""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:06.9348377Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:06.9348377Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:56:06.1105616Z","sandoval42@contoso.com","40.90.243.165","","Add service principal","Success","","AccountEnabled","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Stephanie25_Deborah15_Ward32","[]","[true]","AppPrincipalId","[]","[""57e19440-540f-48ba-81fe-940c487feb98""]","DisplayName","[]","[""Stephanie25_Deborah15_Ward32""]","ServicePrincipalName","[]","[""57e19440-540f-48ba-81fe-940c487feb98""]","Credential","[]","[{""CredentialType"":2,""KeyStoreId"":""edd09fdd-2d37-41db-8340-f565ba16a17d"",""KeyGroupId"":""edd09fdd-2d37-41db-8340-f565ba16a17d""}]","AppOwnerOrganizationId","063b27d9-43ef-4b3c-88e0-ca84cb74ae45"
"2025-09-28T14:56:05.7529843Z","sandoval42@contoso.com","40.90.243.165","","Update application","Success","","","Core Directory","ApplicationManagement","","User","","Application","Stephanie25_Deborah15_Ward32","","","","","","","","","","","","","","","",""
"2025-09-28T14:56:05.7519836Z","sandoval42@contoso.com","40.90.243.165","","Update application ? Certificates and secrets management ","Success","","KeyDescription","Core Directory","ApplicationManagement","","User","","Application","Stephanie25_Deborah15_Ward32","[]","[""[KeyIdentifier=12782c0e-9051-4996-8748-a79a02930a4e,KeyType=Password,KeyUsage=Verify,DisplayName=Stephanie25_Deborah15_Ward32]""]","Included Updated Properties","","""KeyDescription""","","","","","","","","","","",""
"2025-09-28T14:56:05.2727194Z","sandoval42@contoso.com","40.90.243.165","","Add application","Success","","AppId","Core Directory","ApplicationManagement","","User","","Application","Stephanie25_Deborah15_Ward32","[]","[""57e19440-540f-48ba-81fe-940c487feb98""]","AvailableToOtherTenants","[]","[false]","DisplayName","[]","[""Stephanie25_Deborah15_Ward32""]","RequiredResourceAccess","[]","[{""ResourceAppId"":""00000003-0000-0000-c000-000000000000"",""RequiredAppPermissions"":[{""EntitlementId"":""2alexander1486f6-218e-4f08-807d-e5c1138e5a86"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""194d41b1-bb31-4aac-8e88-66475bfc537e"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""1031b22c-e2fa-4309-8cf2-00bc602ea467"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""ce3f2f08-121a-46ff-8806-1fb61dd3aa70"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""cf63f509-09b9-436b-8034-1f7b0359c71c"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""6bb447db-c75c-4ea7-8d01-cb619707bdc3"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""becffab3-4e43-4038-8414-d04672a81c4d"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]},{""EntitlementId"":""2361ed29-8fe1-4c2b-8acc-ef7827d8356b"",""DirectAccessGrant"":true,""ImpersonationAccessGrants"":[]}],""EncodingVersion"":1}]","PublisherDomain","[]","[""contoso.com""]","",""
"2025-09-28T14:56:02.6418153Z","sandoval42@contoso.com","20.163.67.220","","Consent to application","Success","","ConsentContext.IsAdminConsent","Core Directory","ApplicationManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Stephanie25 Deborah15 Ward32","","""True""","ConsentContext.IsAppOnly","","""False""","ConsentContext.OnBehalfOfAll","","""True""","ConsentContext.Tags","","""WindowsAzureActiveDirectoryIntegratedApp""","ConsentAction.Permissions","","""[] => [[Id: AAAAAAAAAAAAAAAAAAAAAM7tvNUkBkRHtb0vN82J2vU, ClientId: f28ea500-6276-48ce-8fb2-edd8a60671ea, PrincipalId: , ResourceId: 794eb0f7-b7e6-41b5-8847-ad96c51f8862, ConsentType: AllPrincipals, Scope: ActivityFeed.ReadDlp ActivityFeed.Read ServiceHealth.Read, CreatedDateTime: , LastModifiedDateTime ], [Id: AAAAAAAAAAAAAAAAAAAAAHfmpqZD5etJkoG-qcj9cOU, ClientId: f28ea500-6276-48ce-8fb2-edd8a60671ea, PrincipalId: , ResourceId: c6f113cf-3e02-45c0-8c9b-50ed2a7a906a, ConsentType: AllPrincipals, Scope: User.Read User.ReadWrite.All Directory.AccessAsUser.All UserAuthenticationMethod.ReadWrite.All, CreatedDateTime: , LastModifiedDateTime ]]; ""","AppId","088b6c7a-5f79-4298-8511-2b7c3962bdfd"
"2025-09-28T14:56:02.6408164Z","sandoval42@contoso.com","20.163.67.220","","Add app role assignment grant to user","Success","","AppRole.Id","Core Directory","UserManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Stephanie25 Deborah15 Ward32","","""f28ea500-6276-48ce-8fb2-edd8a60671ea""","AppRole.Value","","""""","AppRole.DisplayName","","""""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:56:02.5258233Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:56:02.5258233Z""","EvoSTS","AppId"
"2025-09-28T14:56:02.4518163Z","sandoval42@contoso.com","20.163.67.220","","Add delegated permission grant","Success","","DelegatedPermissionGrant.Scope","Core Directory","ApplicationManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Ruth29 Bailey32","","""User.Read User.ReadWrite.All Directory.AccessAsUser.All UserAuthenticationMethod.ReadWrite.All""","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","ServicePrincipal.ObjectID","","""ccf58e60-3510-4f42-841e-ee4bdbec3da3""","ServicePrincipal.DisplayName","","","ServicePrincipal.AppId","","","EvoSTS","AppId"
"2025-09-28T14:56:02.3408172Z","sandoval42@contoso.com","20.163.67.220","","Add delegated permission grant","Success","","DelegatedPermissionGrant.Scope","Core Directory","ApplicationManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Davis27 365 Matthew13 Kenneth15","","""ActivityFeed.ReadDlp ActivityFeed.Read ServiceHealth.Read""","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","ServicePrincipal.ObjectID","","""ccf58e60-3510-4f42-841e-ee4bdbec3da3""","ServicePrincipal.DisplayName","","","ServicePrincipal.AppId","","","EvoSTS","AppId"
"2025-09-28T14:56:02.2288156Z","sandoval42@contoso.com","20.163.67.220","","Add service principal","Success","","AccountEnabled","Core Directory","ApplicationManagement","","User","Patel14 Janet19 Service","ServicePrincipal","Stephanie25 Deborah15 Ward32","[]","[true]","AppAddress","[]","[{""AddressType"":0,""Address"":""https://manage.External Vendor 6.com/products/oauth2/redirect"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","AppPrincipalId","[]","[""088b6c7a-5f79-4298-8511-2b7c3962bdfd""]","DisplayName","[]","[""Stephanie25 Deborah15 Ward32""]","ServicePrincipalName","[]","[""088b6c7a-5f79-4298-8511-2b7c3962bdfd""]","AppId","088b6c7a-5f79-4298-8511-2b7c3962bdfd"
"2025-09-28T14:34:52.5857833Z","sandoval42@contoso.com","40.90.243.165","","Add member to role","Success","","Role.ObjectID","Core Directory","RoleManagement","","User","","ServicePrincipal","Stephanie25 Deborah15 Nguyen21","","""6f238813-d590-40cd-819f-d69108cbe178""","Role.DisplayName","","""Exchange Administrator""","Role.TemplateId","","""76f2454a-63bf-4308-80fa-0b5d78168b9b""","Role.WellKnownObjectName","","""ExchangeServiceAdmins""","TargetId.ServicePrincipalNames","","""aa79569d-65e0-40bb-8983-8ae608f4f6f7""","aa79569d-65e0-40bb-8983-8ae608f4f6f7",""
"2025-09-28T14:34:52.5695274Z","sandoval42@contoso.com","40.90.243.165","","Add member to role","Success","","Role.ObjectID","Core Directory","RoleManagement","","User","","ServicePrincipal","Stephanie25 Deborah15 Nguyen21","","""34bc71db-4172-44d8-8826-6b515f4f7e06""","Role.DisplayName","","""Application Administrator""","Role.TemplateId","","""d9c38980-9b28-4fae-818b-7fd9b1d1f24a""","Role.WellKnownObjectName","","""ApplicationAdministrators""","TargetId.ServicePrincipalNames","","""aa79569d-65e0-40bb-8983-8ae608f4f6f7""","aa79569d-65e0-40bb-8983-8ae608f4f6f7",""
"2025-09-28T14:34:51.3130622Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Davis27 365 Exchange Ronald35","","""ad9825d1-2ce7-40ce-8644-b69453021e6c""","AppRole.Value","","""Exchange.ManageAsApp""","AppRole.DisplayName","","""Manage Exchange As Application""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:51.208061Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:51.208061Z""","00000002-0000-0ff1-ce00-000000000000",""
"2025-09-28T14:34:50.9543876Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Davis27 365 Matthew13 Kenneth15","","""47aa98ec-468f-4b71-8264-968a74d94e1d""","AppRole.Value","","""ActivityFeed.ReadDlp""","AppRole.DisplayName","","""Read NICHOLAS15 policy events including detected sensitive data""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.8433762Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.8433762Z""","985dfb12-02ab-40c9-81c7-bfa898f113cf",""
"2025-09-28T14:34:50.8693803Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Davis27 365 Matthew13 Kenneth15","","""76c31302-259e-4740-8825-43bad0e45947""","AppRole.Value","","""ServiceHealth.Read""","AppRole.DisplayName","","""Read service hughes31 kelly55 for your organization""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.7623758Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.7623758Z""","985dfb12-02ab-40c9-81c7-bfa898f113cf",""
"2025-09-28T14:34:50.7795036Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Davis27 365 Matthew13 Kenneth15","","""71078fff-369d-412e-8418-a1593f6d4e64""","AppRole.Value","","""ActivityFeed.Read""","AppRole.DisplayName","","""Read activity data for your organization""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.6724941Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.6724941Z""","985dfb12-02ab-40c9-81c7-bfa898f113cf",""
"2025-09-28T14:34:50.4036403Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""7af9588c-4a21-4b9a-8dee-06762b45e7c2""","AppRole.Value","","""Device.Read.All""","AppRole.DisplayName","","""Read all devices""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2976413Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2976413Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3829691Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""6bb447db-c75c-4ea7-8d01-cb619707bdc3""","AppRole.Value","","""Application.ReadWrite.All""","AppRole.DisplayName","","""Read and write all applications""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2719642Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2719642Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3724Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""aad3bcd2-57bc-42fc-812d-e55b71ebc9ea""","AppRole.Value","","""PlaceDevice.Read.All""","AppRole.DisplayName","","""Read all linda43 devices""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2553865Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2553865Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3671971Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""995682e9-7d67-4cbd-8b13-6e6548cc05ae""","AppRole.Value","","""Mail.Read""","AppRole.DisplayName","","""Read mail in all mailboxes""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2581907Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2581907Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.366123Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""c099f596-2672-46f1-8812-ceb2e00a6abf""","AppRole.Value","","""Mail.ReadBasic.All""","AppRole.DisplayName","","""Read basic mail in all mailboxes""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2581207Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2581207Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3599788Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""182aa365-5d3b-4eba-8aea-00d4df3f39d8""","AppRole.Value","","""AuditLog.Read.All""","AppRole.DisplayName","","""Read all audit log data""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2529787Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2529787Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3371191Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""becffab3-4e43-4038-8414-d04672a81c4d""","AppRole.Value","","""RoleManagement.ReadWrite.Directory""","AppRole.DisplayName","","""Read and write all directory COOK31 cooper28""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2291151Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2291151Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.3330533Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""0effbff6-2977-4776-8edc-a839cc32d5ee""","AppRole.Value","","""MailboxSettings.Read""","AppRole.DisplayName","","""Read all user mailbox cooper28""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.2250489Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.2250489Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.2594343Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""2361ed29-8fe1-4c2b-8acc-ef7827d8356b""","AppRole.Value","","""AppRoleAssignment.ReadWrite.All""","AppRole.DisplayName","","""Manage app permission grants and app role phillips15""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1314294Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1314294Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.2543818Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""0e69c87e-7aaf-4ece-838b-a650f790fb72""","AppRole.Value","","""DeviceManagementManagedDevices.Read.All""","AppRole.DisplayName","","""Read Microsoft Intune devices""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1473736Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1473736Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.2432517Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""c7274c0c-013b-4250-8ad6-14dd2400ab71""","AppRole.Value","","""Files.Read.All""","AppRole.DisplayName","","""Read files in all sandoval28 collections""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1332522Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1332522Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.2388987Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""19632eda-1e55-44c5-8338-806fdabd5afe""","AppRole.Value","","""IdentityRiskEvent.Read.All""","AppRole.DisplayName","","""Read all patel26 risk event kelly55""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1258988Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1258988Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.236644Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""27128e01-cf30-4647-82cd-f74aef747807""","AppRole.Value","","""Directory.Read.All""","AppRole.DisplayName","","""Read directory data""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1266458Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1266458Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.234961Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""d84f4a52-f3df-4a43-8283-4ea00ba7694c""","AppRole.Value","","""User.Read.All""","AppRole.DisplayName","","""Read all users' full profiles""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1269567Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1269567Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:50.2239561Z","sandoval42@contoso.com","40.90.243.165","","Add app role assignment to service principal","Success","","AppRole.Id","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Ruth29 Bailey32","","""28bfd89a-cd2d-43d8-8203-34873d67e6ee""","AppRole.Value","","""Reports.Read.All""","AppRole.DisplayName","","""Read all usage reports""","AppRoleAssignment.CreatedDateTime","","""2025-09-28T14:34:50.1159561Z""","AppRoleAssignment.LastModifiedDateTime","","""2025-09-28T14:34:50.1159561Z""","00000003-0000-0000-c000-000000000000",""
"2025-09-28T14:34:49.6107354Z","sandoval42@contoso.com","40.90.243.165","","Add service principal","Success","","AccountEnabled","Core Directory","ApplicationManagement","","User","","ServicePrincipal","Stephanie25 Deborah15 Nguyen21","[]","[true]","AppPrincipalId","[]","[""aa79569d-65e0-40bb-8983-8ae608f4f6f7""]","DisplayName","[]","[""Stephanie25 Deborah15 Nguyen21""]","ServicePrincipalName","[]","[""aa79569d-65e0-40bb-8983-8ae608f4f6f7""]","Credential","[]","[{""CredentialType"":2,""KeyStoreId"":""edd09fdd-2d37-41db-8340-f565ba16a17d"",""KeyGroupId"":""edd09fdd-2d37-41db-8340-f565ba16a17d""}]","AppOwnerOrganizationId","063b27d9-43ef-4b3c-88e0-ca84cb74ae45"
"2025-09-28T14:34:49.2942285Z","sandoval42@contoso.com","40.90.243.165","","Update application","Success","","","Core Directory","ApplicationManagement","","User","","Application","Stephanie25 Deborah15 Nguyen21","","","","","","","","","","","","","","","",""
"2025-09-28T14:34:49.2932287Z","sandoval42@contoso.com","40.90.243.165","","Update application ? Certificates and secrets management ","Success","","KeyDescription","Core Directory","ApplicationManagement","","User","","Application","Stephanie25 Deborah15 Nguyen21","[]","[""[KeyIdentifier=3c1c8e3e-1206-46d9-8360-bc13df399e76,KeyType=Password,KeyUsage=Verify,DisplayName=Stephanie25 Deborah15 Nguyen21]""]","Included Updated Properties","","""KeyDescription""","","","","","","","","","","",""
